gene,log2FC_Er,pval_Er,log2FC_Fe,pval_Fe,padj_Er,padj_Fe,Significance,neg_log10_padj
C10orf55,-0.007732439645813985,0.9546119218946671,0.06021890916150478,0.6602956067467345,0.992939720851539,0.823568374754349,Not Significant,0.003077115750505643
C10orf62,0.02487715942919273,0.6685420318153863,0.06297837009986447,0.29808943718873177,0.771070359560059,0.5341487024769181,Not Significant,0.11290599111311582
C10orf67,0.009721026941642391,0.5526160788872323,0.02942371375937433,0.10566640303268561,0.6748103847099313,0.36947812584661954,Not Significant,0.17081824263964535
C10orf71,1.0216131853495068e-18,0.9999999999999998,0.0050269144352051275,0.266569703380069,0.9999999999999998,0.5026401889255694,Not Significant,9.643274665532873e-17
C10orf71-AS1,0.06292563351835541,0.266569703380069,-1.54832944657093e-17,0.9999999999999998,0.3963916820181208,0.9999999999999998,Not Significant,0.4018754674348267
C10orf76,-0.15210996200089846,0.11211582577532213,-0.06292135461288612,0.47069082283997543,0.22221483023739072,0.6761252761419964,Not Significant,0.653226960357622
C10orf88,0.24090430817588285,0.007764478779652179,-0.11334150730595643,0.11438059059072916,0.029592064363375362,0.3774167421801256,Not Significant,1.5288247370918122
C10orf90,-0.46207729158189,0.0003441218554272911,-0.10836987220997547,0.13898579610900014,0.003207945329136164,0.40266912891392564,Not Significant,2.493773041714808
C10orf91,-0.9640649962220159,0.013961804143685945,0.17786490238699373,0.550132732497015,0.04594483587405829,0.7403484456863519,Downregulated,1.3377632955387284
C10orf95,-0.09298148843582928,0.6561571335168119,0.03104136247720223,0.8809150214237762,0.7612504898206464,0.976550670726654,Not Significant,0.1184724149156063
C11orf1,0.01731513055588789,0.9286657832609615,-0.09593988154890115,0.6235049112921531,0.9767278421991367,0.7959729760266266,Not Significant,0.010226432286231765
C11orf16,-0.012335105009322108,0.8458715003196714,0.007874758368338071,0.9011394349872606,0.9162564252796441,0.9884637201069583,Not Significant,0.037982966835170356
C11orf24,0.028096080344745353,0.7741012452409504,0.13947550271786624,0.18664957400161228,0.8581643143286428,0.45338998300833866,Not Significant,0.0664295490114373
C11orf30,-0.24645907714869902,0.057886413661133375,-0.19895918176217947,0.10786424297417405,0.134001076555136,0.3710540917543644,Not Significant,0.8728917125301408
C11orf31,-0.9024005567242257,0.0001596089751537917,0.03992023268788778,0.7243191710580146,0.0019345580885108348,0.8699059451474874,Downregulated,2.713418225290907
C11orf42,0.15047969784185108,0.3251225016619636,0.09302650720831664,0.5323021218530466,0.4586613450703223,0.7266068966857394,Not Significant,0.33850785967191704
C11orf44,0.014139121282331272,0.3757211587280097,0.025332729167017058,0.13738325067400475,0.510962896359231,0.4013065016583041,Not Significant,0.2916106350736769
C11orf45,-0.5391897736565053,7.505523301473052e-05,0.02394247119322659,0.6861591190761792,0.001186786191207211,0.8415376039632078,Downregulated,2.92562751553804
C11orf49,-0.09611875950772608,0.3596005723333451,0.20017840043233615,0.08441154494982823,0.4946729817660857,0.34655155042252717,Not Significant,0.30568180944648454
C11orf53,-0.3395566677997949,0.058130939553024195,-0.22870469269752577,0.16663385944398373,0.13448202433908582,0.4335605423230297,Not Significant,0.8713357621453439
C11orf54,0.5356526743155013,0.0002786243762023949,-0.10314333425829765,0.19584478537637884,0.0027846038055146342,0.4633295983099171,Upregulated,2.5552365876783734
C11orf57,0.025549720535341883,0.8600083256803767,-0.26166039766992943,0.10835761625924818,0.9275047040918739,0.37177269334045726,Not Significant,0.03268387906497853
C11orf58,-0.1814743978734966,0.10820641556317788,-0.25422532049609103,0.038412359079718864,0.21641619365260586,0.3248847789841273,Not Significant,0.6647102456410605
C11orf63,0.23464546590273325,0.23706471622080477,-0.019248200243435924,0.9177205003124309,0.3916106990316582,0.9985567699806591,Not Significant,0.40714545152942755
C11orf65,0.2518579392059748,0.019647487182468566,0.004215268588424969,0.9595805414102224,0.05934806615480595,0.9999999999999998,Not Significant,1.2265934278800688
C11orf68,0.5672689499802194,0.007371773574084151,-0.04669194356464979,0.7549733761488058,0.028481144628221194,0.8895398278688859,Upregulated,1.5454425608311406
C11orf70,0.023918642154995364,0.3774720379788551,0.013553220994712014,0.6087020121070262,0.5126544646865668,0.7847990837048858,Not Significant,0.2901752560208765
C11orf71,-0.17611199260617164,0.2075748681962109,0.2876198623135066,0.06056082050490022,0.35327673643373375,0.3296125287822537,Not Significant,0.4518849602756126
C11orf72,0.037334927168278256,0.06887805327465976,-9.18652127727312e-18,0.9999999999999996,0.1529267796620212,0.9999999999999998,Not Significant,0.8155164567651071
C11orf73,-0.40838007650210806,0.005816278024477572,-0.04478185601880546,0.6628535151448016,0.023927063667947546,0.825464069721415,Not Significant,1.6211105947861688
C11orf74,0.5433032204977508,0.028774789064416776,-0.38471230547059604,0.08919742808379785,0.07977730665274865,0.3505416759030216,Upregulated,1.098120629916302
C11orf80,-0.5140437624573171,0.035611135964865814,-0.05153203263378846,0.7957692345459195,0.09377420212614594,0.9166210550755568,Downregulated,1.0279166223378498
C11orf84,0.14861488698824926,0.34963230506805676,0.23827064287825958,0.15507097443664553,0.484240164882424,0.42250466627007993,Not Significant,0.3149391912194208
C11orf86,-2.6567355472696783,2.456828760667596e-06,0.20272121059546802,0.23687527930105415,0.00017691101587641862,0.5026401889255694,Downregulated,3.75224512364545
C11orf91,-0.07549233530772427,0.5085488436473571,0.06958008023534257,0.5411494100450934,0.6345227664695481,0.7336631225893064,Not Significant,0.1975527909456081
C11orf95,0.13317337508028418,0.18454163128276027,0.16910226074207904,0.1056753301777938,0.3232387339594355,0.36947812584661954,Not Significant,0.49047660291938466
C11orf96,1.767015041339612,1.2376088595187657e-05,0.09237132944109652,0.5200011286376545,0.0004196887298943971,0.7176353008966045,Upregulated,3.3770726929528916
C11orf97,0.08809513374697563,0.5986236417889563,0.17309239776929167,0.31692811917450964,0.7144421799882552,0.5506949743208989,Not Significant,0.14603291302855134
C11orf98,-0.08684325002815776,0.5447367711718645,0.22056471980541567,0.15422282356709782,0.6677324270982776,0.4218302420381638,Not Significant,0.17539753260598673
C12orf10,-0.5047974935982995,0.021741600249035452,0.18296559307436802,0.30737707755603827,0.06431406575365654,0.5422934472854787,Downregulated,1.1916940346784004
C12orf29,0.17290983174347382,0.31861042091338637,-0.24192586871360866,0.1789803473625381,0.4517002246729584,0.44554423158048667,Not Significant,0.3451496934231048
C12orf4,-0.32360032085045015,0.13159113493452676,-0.4182756925357685,0.06494155753738938,0.25038146957758806,0.3322527714953205,Not Significant,0.6013978158689249
C12orf43,-0.2950173799216191,0.0049443481802178306,0.07259020891684637,0.3279719330699728,0.021308230022663553,0.560984443640681,Not Significant,1.6714526236464395
C12orf45,-0.10283368854395544,0.3749467490117724,0.15799141093713362,0.19138275830972204,0.51021323111564,0.4581063538129585,Not Significant,0.29224828322915997
C12orf49,0.4630223009664656,0.00022849219729273424,0.18078528486530032,0.022257999368902985,0.0024370605351422088,0.3147123267417812,Not Significant,2.6131336830632423
C12orf57,0.21787516232043255,0.2040417657966094,0.0937899849579886,0.5621180022181539,0.3486801734485645,0.7495881096751044,Not Significant,0.4575727466495027
C12orf60,0.1132891357800952,0.6538531571959945,-0.357701085918495,0.18702915270433856,0.7593388183684007,0.4539834774818637,Not Significant,0.11956439786702087
C12orf65,-0.01962705326791051,0.8593787174550778,-0.0664165970833247,0.5545006423483981,0.9270578842600086,0.7438621643356463,Not Significant,0.03289314823966971
C12orf66,0.46454438144717963,5.238433262275537e-06,0.014188611343290657,0.6600876426569581,0.0002673243384191967,0.8234678671452442,Not Significant,3.572961499305683
C12orf71,0.0800359464761516,0.05052104022982155,-1.9693407246675127e-17,0.9999999999999996,0.12155088474130966,0.9999999999999998,Not Significant,0.9152418756781502
C12orf73,0.177449563273296,0.1569378523498041,-0.16236935555910567,0.18940082140569642,0.28638065643798427,0.4564085669973897,Not Significant,0.5430563197648566
C12orf75,-0.645095279562229,4.670031845558951e-05,-0.10205665809882508,0.15152992958512526,0.0009078162217815868,0.41830626307516794,Downregulated,3.0420020611092684
C12orf76,0.2533969191697913,0.17551533635022734,-0.12061609912285379,0.4923312169510178,0.3115163029447509,0.6929692403204928,Not Significant,0.5065192199721611
C12orf79,-0.06668042798310239,0.21666671571853688,-0.03038395709503611,0.5525076565237588,0.36510357752828815,0.7424410431136249,Not Significant,0.4375839115225205
C12orf80,-0.030193255521517946,0.266569703380069,-0.03019325552151796,0.266569703380069,0.3963916820181208,0.5026401889255694,Not Significant,0.4018754674348267
C14orf1,0.016314468150823085,0.8404796356529789,0.26129287149500846,0.015111121433817779,0.912399761147255,0.309152585038621,Not Significant,0.03981483708723772
C14orf105,2.063570538241915e-18,0.9999999999999998,0.010153933676182367,0.266569703380069,0.9999999999999998,0.5026401889255694,Not Significant,9.643274665532873e-17
C14orf119,-0.111063943230017,0.15530669354743393,-0.01379199884122561,0.8467539681940677,0.2842264783852878,0.9535822965500583,Not Significant,0.5463354658843975
C14orf132,-0.5199377874174529,0.007924206971649299,0.009976601490186018,0.9426845245595881,0.030000775307693166,0.9999999999999998,Downregulated,1.5228675216969352
C14orf142,-0.04385243677111214,0.7105905827506085,-0.12303940176258239,0.31676823185639064,0.8071984198812887,0.5505740720947814,Not Significant,0.09301969691672163
C14orf159,-0.39642068216024534,0.0019123431906477098,0.0739979018066873,0.3645934214937793,0.010663645413703234,0.5939093052298917,Not Significant,1.9720943044636952
C14orf166,-0.4143251709356081,0.004992091470464192,-0.31901515028610583,0.015906877046046257,0.021483612469362368,0.3096511062163426,Not Significant,1.6678926902164521
C14orf169,-0.024761525841970392,0.8120675278283149,0.2163828209098763,0.07294422804411803,0.8892776364495198,0.33767025720263616,Not Significant,0.05096262918292108
C14orf178,-0.08743335288797302,0.3946632116864328,-0.16835613086344708,0.12798971424350894,0.529634613085689,0.39020620479895896,Not Significant,0.2760236402962541
C14orf2,-0.26719012699825123,0.07999192617085718,0.12427752413876246,0.3654771297328212,0.17128520739307085,0.5948227361915731,Not Significant,0.7662801421422855
C14orf28,0.49360107152467647,0.006926151421608018,-0.21748072196972643,0.1265904014703063,0.02724286225832487,0.3889364090193016,Not Significant,1.5647472654195653
C14orf37,0.9407955347802984,1.5360865496636946e-06,0.04124960064322475,0.44488523484667253,0.00013378582377785225,0.6542535133348589,Upregulated,3.8735899028703438
C14orf79,0.43298071846700903,0.01081957525690557,0.3012482081540712,0.04447697926759186,0.03793903977162631,0.3248847789841273,Not Significant,1.4209136652017416
C14orf80,-0.9010940116669324,0.0003263994451996442,0.26063091698058577,0.07787772262195598,0.0031028304847720853,0.3403309727755005,Downregulated,2.508241950338829
C14orf93,0.013214905146358955,0.9040224310115793,-0.10290132307941953,0.3652327350692629,0.9597083946951238,0.5945800377763079,Not Significant,0.01786070634885688
C15orf26,-0.04570889030130828,0.6323939475528064,-0.059864521333554625,0.5339002269101553,0.7415839777355151,0.7275394985983266,Not Significant,0.1298396618951429
C15orf27,-0.25995194196886534,0.05102876922519183,-0.048095503519881254,0.6685479074327032,0.12221049849452628,0.8297869996569043,Not Significant,0.9128914844175551
C15orf38-AP3S2,0.1550372803034426,0.2349923397464151,0.2941794937997352,0.046248459976325554,0.3890972871152923,0.3248847789841273,Not Significant,0.4099417971966839
C15orf39,-0.28789376316857634,0.07135908621078708,0.26138672648800987,0.09427199964492632,0.15692649835220582,0.3554314191630292,Not Significant,0.8043037159639279
C15orf40,0.05787618487528472,0.3747226603267557,0.017907836385037557,0.7767397144075983,0.5100980542852309,0.9040708525209986,Not Significant,0.29234633303575913
C15orf41,0.05574021669963882,0.6802234244383312,-0.2815281379627762,0.07142836527810194,0.7810953310507959,0.33667396958995355,Not Significant,0.10729595815507681
C15orf48,0.08195316173234435,0.3230602596991774,0.04446023713808739,0.5804807069700044,0.4565226106697021,0.7646692611074177,Not Significant,0.3405377078429248
C15orf52,-0.5710329130628796,6.922080925246311e-05,-0.19488050611322966,0.016253549184558506,0.0011369651638064233,0.3096511062163426,Downregulated,2.9442528417312754
C15orf54,0.010806560779143902,0.266569703380069,-2.6590302449042865e-18,0.9999999999999998,0.3963916820181208,0.9999999999999998,Not Significant,0.4018754674348267
C15orf57,0.3023495696255574,0.012617464229685819,0.24610015174063973,0.02880711460481866,0.04264894118664824,0.32080424868068846,Not Significant,1.3700917462667748
C15orf59,0.24747025823736962,0.057798321480749315,0.16008895941171422,0.18076591327543226,0.1338649233738008,0.44793504319301664,Not Significant,0.8733332062654815
C15orf61,0.6962286922461802,0.000355625205069329,0.09686636186486206,0.35339351886239795,0.003280073121895122,0.5836264581132358,Upregulated,2.48411647455613
C15orf62,-0.009377304427329505,0.9359949673221588,0.20933143314405478,0.11081443618212375,0.9812201497290242,0.3737611638381594,Not Significant,0.008233541971690697
C15orf65,0.5671865907742767,0.05784124302153574,-0.42776165764936624,0.12804016929196427,0.13393041332622974,0.39020620479895896,Not Significant,0.8731207908748517
C16orf13,-0.4158602275390375,0.06246380446339448,0.19345662919985965,0.3289051250654031,0.14197377701447558,0.5618450301154593,Not Significant,0.8477918637126656
C16orf45,-0.08935068033860322,0.3002774285765283,-0.08439929119346218,0.3255006403306254,0.43210654356134554,0.5591628356952324,Not Significant,0.3644091569448061
C16orf46,0.5002076531922612,0.015563842956441783,-0.014552017963398025,0.925703328690896,0.04985336036310336,0.9999999999999998,Upregulated,1.302305562769238
C16orf47,-0.11251473405650268,0.19137845476597448,0.023097070353168696,0.7726868224597169,0.3320034086758677,0.9012236502771147,Not Significant,0.4788574573757214
C16orf52,0.955567841650324,0.00033494459951832945,-0.21368069730702247,0.15333764223296098,0.003155458884023255,0.42078701822068365,Upregulated,2.5009374743572623
C16orf54,0.012589119288866845,0.266569703380069,-3.0976412967953316e-18,0.9999999999999998,0.3963916820181208,0.9999999999999998,Not Significant,0.4018754674348267
C16orf58,0.5679145011646641,0.005822386995785992,0.21585128549466223,0.1633405026736195,0.02394142494445274,0.4307855506705841,Upregulated,1.6208500048445509
C16orf59,-0.7484908822054833,0.0013067851952312428,0.10629652434162959,0.45216069836917816,0.008066520830502676,0.6605446623939513,Downregulated,2.0933137403607778
C16orf62,-0.19937963375315096,0.056972016547000355,0.08157991924766507,0.3731996287602474,0.13237019596603614,0.6008116547861039,Not Significant,0.8782097881936223
C16orf70,0.13224260008753075,0.04385508449616573,0.11924846217777661,0.061617459793114525,0.10971269257760513,0.33017933745472094,Not Significant,0.9597431263218713
C16orf71,0.01990208694847695,0.8115248357613691,0.11429296468567461,0.20237412895038434,0.8889008651078606,0.4692117435320299,Not Significant,0.051146671130259155
C16orf72,0.7314565581863819,0.001044693920842127,-0.13704507762598903,0.3106303888088355,0.006920482365882833,0.5450799603243189,Upregulated,2.1598636336443704
C16orf74,-0.6517963167576202,0.004335469652678409,-0.031261813758555516,0.8381052410876183,0.019253595392451254,0.9479866950830266,Downregulated,1.7154881589710484
C16orf86,-0.0001673742548050706,0.9979394507263235,0.12504233487989397,0.09101995265189976,0.9999999999999998,0.35304214673915063,Not Significant,9.643274665532873e-17
C16orf87,-0.004016460256612448,0.9794762093318721,-0.4314385371646455,0.028039350526329106,0.9999999999999998,0.32080424868068846,Not Significant,9.643274665532873e-17
C16orf89,0.01472855224128401,0.266569703380069,-3.6240638139759355e-18,0.9999999999999998,0.3963916820181208,0.9999999999999998,Not Significant,0.4018754674348267
C16orf91,-0.36172622606612975,0.054150748036475876,0.09503529719746678,0.5534622755507554,0.12735208712705978,0.7431464088203343,Not Significant,0.8949939331476571
C16orf93,-0.18973989907760272,0.28219348032452557,-0.007840932553084308,0.9626508329068801,0.4126414099085044,0.9999999999999998,Not Significant,0.3844271913111266
C16orf95,0.392554092443806,0.17866219543999814,0.3318617539003104,0.24542197768077983,0.3158143959212879,0.5026401889255694,Not Significant,0.5005680772198097
C16orf96,-0.007008474179848432,0.7680033979006882,-0.036308644463146474,0.16090138415586086,0.8534408012396614,0.42936771464994095,Not Significant,0.06882659825938706
C17orf100,-0.3331643960047506,0.0052299415832365555,-0.36179535961779813,0.003528688967562048,0.02215276321384822,0.24158720970708472,Not Significant,1.6545720945569495
C17orf104,-0.09399147797462327,0.2806381049249088,-0.15120151093605042,0.10513266558316857,0.4108597565898169,0.36850832761904045,Not Significant,0.3863063954791879
C17orf107,-0.1464030026523176,0.09680763498137152,-0.009088501820234298,0.9068197016651514,0.1986928704471862,0.9920289696426591,Not Significant,0.7018177160859393
C17orf47,0.05309766420971869,0.09038166868552372,-0.0323813151503146,0.26489501038487945,0.18834234023678123,0.5026401889255694,Not Significant,0.7250520375819925
C17orf49,0.8640024861597242,0.0005658919808898694,0.058743483693666824,0.6678022331048126,0.004462206699928944,0.8292815911752076,Upregulated,2.350450316042461
C17orf51,0.7368090758518833,3.1916507357438706e-05,0.22016625287681366,0.016091844860637954,0.000714507857487826,0.3096511062163426,Upregulated,3.145992990883031
C17orf53,-0.5944260612414015,0.0001624914523211649,0.26895844282965065,0.00929975371033857,0.0019565297320303533,0.28858388668289603,Downregulated,2.708513548040016
C17orf58,0.7862673496758932,0.00019458115049272314,0.08811889881519769,0.40092267405628396,0.0021968452114271026,0.6226966464410184,Upregulated,2.6582005421651944
C17orf59,-0.25169350633996673,0.0644267408835466,0.23315217444384007,0.08106025326263973,0.1453515592401711,0.3415323732259112,Not Significant,0.8375803050303259
C17orf62,-0.07796088542389698,0.40277133246490987,0.2778886388947391,0.018408981472856616,0.5376995040663021,0.31231311396833367,Not Significant,0.2694603640833564
C17orf67,0.08551320491761984,0.3101207018952762,0.03202191472302595,0.692524552277707,0.4427512199972177,0.8466760736069026,Not Significant,0.353840233441491
C17orf75,0.47558388268363194,0.002076854010448241,0.07345278377437589,0.4551193507998472,0.011344537635213195,0.6624329879141497,Not Significant,1.9452131997849944
C17orf78,-0.00028528849344383947,0.9885669592267443,-0.01668295986907409,0.41599655125028834,0.9999999999999998,0.6334885902731647,Not Significant,9.643274665532873e-17
C17orf80,0.0021470935908598624,0.9844429880075656,-0.2796796336241074,0.038152991295664414,0.9999999999999998,0.3248847789841273,Not Significant,9.643274665532873e-17
C17orf82,0.042195040808650115,0.5746935712116639,0.041737317003385774,0.5787371126461944,0.6938049780502529,0.763275294945118,Not Significant,0.15876258842016322
C17orf85,-0.18320966627073385,0.012741924983706493,-0.035801264232488555,0.5189152601039426,0.04295057278879317,0.7166233847252423,Not Significant,1.367031040043369
C17orf89,-0.3030520372260733,0.010466421188455248,0.14266892895680763,0.13486112149269092,0.03702724246360667,0.39898074267028244,Not Significant,1.4314786300362194
C17orf96,-0.20929049912653003,0.10035073899351679,0.11346174028497921,0.3332777025722707,0.20395766376168709,0.5655640360036027,Not Significant,0.6904599713134023
C17orf97,-0.22748477151318663,0.13532790347419882,-0.07014619611491588,0.6139400325761251,0.2560938804493633,0.7883293453957685,Not Significant,0.5916007991919634
C18orf21,0.187621505532656,0.251672538539452,-0.2949545636780549,0.09321271281963482,0.3963916820181208,0.35485618077451536,Not Significant,0.4018754674348267
C18orf25,0.2525434268574014,0.005696509480068735,-0.002332571309445332,0.9703263130190574,0.023550894753719975,0.9999999999999998,Not Significant,1.6279925883558284
C18orf32,0.8292496465694634,0.0003912955151289042,0.11662693986497838,0.3563999803335672,0.003506513949881263,0.5871514718339887,Upregulated,2.455124429018327
C18orf54,0.0038502558043100603,0.9847155583118518,-0.3742280933153685,0.1003158720988247,0.9999999999999998,0.3625738354937565,Not Significant,9.643274665532873e-17
C18orf61,0.044177432179828044,0.0689696710313458,0.020433544857711657,0.3457518504316407,0.15305208482932717,0.5760431175436972,Not Significant,0.8151607501979388
C18orf65,-0.07341218351030628,0.762819233413802,-0.10372543072995785,0.671062253635024,0.8496415430935046,0.8314645907705169,Not Significant,0.0707642609810805
C18orf8,0.5923685625413699,0.00015776782340031298,0.10704699550080965,0.18097788313158522,0.0019173245780675907,0.44815671303502486,Upregulated,2.7173043605014504
C19orf12,0.10287910896432789,0.15353497958985463,0.10938692166260926,0.13314072878762495,0.28176596162192047,0.39660324585108475,Not Significant,0.5501114724496514
C19orf24,-0.7197429102639807,0.0030252173960307977,0.17109597762301884,0.29806465155543277,0.014794445500909971,0.5341487024769181,Downregulated,1.8299013076515658
C19orf25,-0.3151363393454227,0.06192570960242812,0.18466119329135156,0.22814736065888225,0.14097849497490791,0.4985780100672384,Not Significant,0.8508471300823837
C19orf26,0.05197562094405154,0.7196912380547822,0.21383031306558356,0.17263120198285783,0.8145011288918982,0.4396810221634486,Not Significant,0.08910830942645734
C19orf33,-0.9484537939538605,0.0020744025235295287,0.15991818268362254,0.4168781518491199,0.011339157846788728,0.6340162852114416,Downregulated,1.9454191990651568
C19orf35,0.021777317731018434,0.1480499438481971,0.023448237926094753,0.12416506721768561,0.27379509332492674,0.3871839338366373,Not Significant,0.5625743391129235
C19orf38,0.023551600781803128,0.8512643133804487,-0.2574136000832943,0.07619857416079823,0.9202449489762047,0.3396367676401245,Not Significant,0.036096557622433925
C19orf43,-0.1921882454190626,0.17327074274341997,0.26702614325976026,0.07543975829478405,0.3084154356962089,0.3396367676401245,Not Significant,0.5108638943372548
C19orf44,-0.33239351457795346,0.0032410395168954984,-0.03927809473669361,0.5968109747654411,0.01561607290938321,0.7758669932802557,Not Significant,1.8064281720090376
C19orf45,0.12006040997310359,0.19129351102636805,-0.12047217239120564,0.1899846116806647,0.331887527667641,0.45656126448356493,Not Significant,0.47900906807014815
C19orf47,-0.33252677100046074,0.07830636910366517,0.17930325482101597,0.29657875563546326,0.16853653693881337,0.5329035701515497,Not Significant,0.7733059341350559
C19orf48,-0.14367156543599344,0.2905991433846645,0.22166155064127405,0.12404437122605312,0.4215958064968283,0.3871839338366373,Not Significant,0.3751037175875991
C19orf52,0.19731667939774397,0.15165569693759293,0.17961604646193263,0.18556947799195245,0.27908066173544366,0.45255298936290855,Not Significant,0.5542702559246878
C19orf53,-0.5410720085304246,0.017578468136404252,0.3362196034796495,0.0903542624071612,0.05452930561111466,0.35213711046813945,Downregulated,1.2633700326851083
C19orf54,-0.11703784042862689,0.395438200647146,0.12931683070680708,0.3509995628270847,0.5303633269660702,0.5813165709842717,Not Significant,0.2754265137264096
C19orf57,0.016183048558714573,0.8680206990570354,-0.07709889984366458,0.4402871535389444,0.9335077574545539,0.6512091248768633,Not Significant,0.02988206871039505
C19orf60,0.037711612441209956,0.7637224755996926,0.33881414221559464,0.030099076589132034,0.8503886569291598,0.32080424868068846,Not Significant,0.07038254136567258
C19orf66,-0.1700781434699612,0.3215438680304509,-0.011148394758719433,0.9458529030060171,0.4548366083740871,0.9999999999999998,Not Significant,0.34214458757485383
C19orf67,0.02489222876483207,0.266569703380069,-6.124907868607617e-18,0.9999999999999998,0.3963916820181208,0.9999999999999998,Not Significant,0.4018754674348267
C19orf68,0.003988114256624659,0.9693061588173573,0.18358893177587515,0.11434950433371133,0.9999999999999998,0.3774167421801256,Not Significant,9.643274665532873e-17
C19orf70,-0.301836585700186,0.13191503845099825,0.3546418402741221,0.08645322563659821,0.2507509928568653,0.3478287498665599,Not Significant,0.6007573387007477
C19orf71,0.06272243726901747,0.7654191545529996,0.041572861085216475,0.8428861845514779,0.8515327153114142,0.9508072231063606,Not Significant,0.06979866208037604
C19orf73,-0.23298109103694514,0.4802914301843041,-0.34279769262141674,0.31068663676222114,0.6083048444062684,0.5450799603243189,Not Significant,0.21587872489737103
C19orf80,-0.049195581107344455,0.41564106448800114,-0.0009208140279955081,0.9874759815901063,0.5495608378143237,0.9999999999999998,Not Significant,0.25998422305025953
C19orf81,0.03317122505227684,0.9248992277906642,-0.25166309560067834,0.48400076180650975,0.9741668227060898,0.6868876279352629,Not Significant,0.01136666532165641
C19orf84,0.05438191468876892,0.266569703380069,-1.3381052389240967e-17,0.9999999999999998,0.3963916820181208,0.9999999999999998,Not Significant,0.4018754674348267
C1D,0.043817353548872146,0.829373866681733,-0.20338557228681434,0.3363576010556565,0.9032774309502688,0.5680499098160625,Not Significant,0.04417884079847529
C1GALT1,-0.05313206929189958,0.7601365463661987,-0.5927323713273699,0.011856212347769072,0.8474792705295808,0.2996356419301204,Not Significant,0.0718709159033092
C1GALT1C1,-0.17374691734698522,0.2707343124166459,-0.29881411592576984,0.08204522666503132,0.4007871712006591,0.3433708173862413,Not Significant,0.3970861882534129
C1GALT1C1L,-0.09600212590356982,0.31664907451265006,-0.21982153604522878,0.04647367672957393,0.44965151963015293,0.3248847789841273,Not Significant,0.34712393451811907
C1QBP,-0.80412651450326,0.0002841870276373912,0.08457438428883958,0.45851480924315713,0.002817225330887743,0.6648665797165149,Downregulated,2.5501784153331952
C1QL1,0.19798621080562137,0.40732729620953106,-0.07980521941161489,0.7318373091596121,0.5420953392761642,0.874224511138815,Not Significant,0.26592432659755527
C1QL2,3.615435201575245e-18,0.9999999999999998,0.01778998515776755,0.266569703380069,0.9999999999999998,0.5026401889255694,Not Significant,9.643274665532873e-17
C1QL3,2.6246166160623227e-18,0.9999999999999998,0.012914597563312754,0.266569703380069,0.9999999999999998,0.5026401889255694,Not Significant,9.643274665532873e-17
C1QL4,-0.0516026498156954,0.8128023795869123,-0.04726409132194148,0.8282167619926872,0.8899369958620263,0.9396491890606197,Not Significant,0.050640738656223226
C1QTNF1,-0.06518843205977058,0.567840328872842,-0.05275799329291028,0.6422112188173794,0.6885765176081866,0.8093775736803488,Not Significant,0.16204779203953484
C1QTNF1-AS1,-0.5134256576791391,0.10349432404643048,-0.04078625457413602,0.8838691968635594,0.20895365788820108,0.9783325835532861,Not Significant,0.6799500218079539
C1QTNF2,-0.036202467111404596,0.42829056110074165,0.0729622971394337,0.13779721537708856,0.5610940736718405,0.4016548341537958,Not Significant,0.2509643183313134
C1QTNF3,0.11916502638841457,0.029373537637648536,0.05311915015287214,0.25171436493080096,0.08101828678205153,0.5026401889255694,Not Significant,1.0914169446746231
C1QTNF3-AMACR,1.837195231265461e-20,0.9999999999999998,9.040039185847833e-05,0.266569703380069,0.9999999999999998,0.5026401889255694,Not Significant,9.643274665532873e-17
C1QTNF4,0.0730716652651412,0.33226895688502095,0.043170836953974896,0.5562210063066547,0.46597141707000717,0.7452953996592465,Not Significant,0.3316407223432342
C1QTNF6,-1.0258590969593837,0.0002910674267548921,0.3956156860108659,0.027642386649732596,0.002857569726942304,0.32080424868068846,Downregulated,2.544003163677448
C1QTNF7,-0.007192125877936934,0.266569703380069,-0.007192125877936937,0.266569703380069,0.3963916820181208,0.5026401889255694,Not Significant,0.4018754674348267
C1QTNF8,0.009336312769603165,0.2742822112403249,0.027284455845864197,0.012584163744403333,0.4045662615794793,0.3022986982545405,Not Significant,0.3930103376324539
C1QTNF9,0.019818831846652354,0.8198909002022167,0.06376638855041203,0.4730763554445989,0.895485761656428,0.6779945573641839,Not Significant,0.047941315100493834
C1QTNF9B,0.09578670470274085,0.32870684876164596,0.1831609668503683,0.0883540549209048,0.46232299783532027,0.3501122278685241,Not Significant,0.3350545024421835
C1QTNF9B-AS1,-0.3818536024196925,0.07464420208984594,0.11904353069320973,0.5268003680758242,0.16237422172018107,0.7226106937330444,Not Significant,0.7894829175413378
C1R,-0.6456896186299497,0.0031761989596588687,-0.06398806843232988,0.6548195982406678,0.015368433590518706,0.8195444618719219,Downregulated,1.813370395197813
C1RL,-0.194719308411084,0.023046904292269896,0.00446283854180888,0.9468615003288725,0.06734748034919578,0.9999999999999998,Not Significant,1.1716786477644572
C1RL-AS1,-0.31498055072281067,0.010506289678045337,-0.01461200249208082,0.8705534541556239,0.03713739163305908,0.9695794656266042,Not Significant,1.4301886024581045
C1S,-0.09537707398241707,0.207752568063696,-0.04672515664565152,0.5150670508207807,0.3535020640603567,0.713769595837062,Not Significant,0.4516080460611236
C1orf101,0.014586690286941475,0.642122880661737,-0.01383479762919361,0.6590688851566896,0.7495326751741125,0.8226533725670527,Not Significant,0.12520942974232777
