Name,B_cells,CD8_T_cells,Macrophages,NK_cells,T_cells,Risk_Group
TCGA-DD-A1EI,0.3053448193474023,0.29165624135303886,0.23902421855789419,0.311456738257004,0.3535155098385924,Low_Immune
TCGA-DD-A1EI,0.3242527529386374,0.3336818102186726,0.31687825181989204,0.36727870549738895,0.3550822105309,High_Immune
TCGA-DD-A1EJ,0.23840378866602568,0.30953781586183665,0.06201473299852933,0.25405813217571427,0.30305608524991307,Low_Immune
TCGA-DD-A1EJ,0.29234545943828233,0.34658994596558584,0.36838501205519,0.37260550355395183,0.3439451077002216,High_Immune
TCGA-DD-A1EK,0.190136255128849,0.30439812702580454,0.29870824758414394,0.3015887674770334,0.33573698393767665,Low_Immune
TCGA-DD-A1EL,0.15181168038797307,0.2926240993019924,0.06187879674883463,0.3279301013891782,0.3202468479482975,Low_Immune
TCGA-DD-A1EL,0.3263412656870028,0.3469332422972618,0.3708933217606515,0.37632116723215103,0.35433206633513514,High_Immune
TCGA-DD-A39V,0.24179926438421237,0.43499564314055256,0.075163180151778,0.27180575892688025,0.424643842102297,High_Immune
TCGA-DD-A39V,0.2956902614483823,0.3696108425127569,0.07627993141421066,0.3806829273318189,0.36706948441950454,High_Immune
TCGA-DD-A39W,0.2671171136277488,0.3001744490766851,0.03964073515586771,0.2836742652934498,0.3353751787983263,Low_Immune
TCGA-DD-A39W,0.28827705725727004,0.323142728488348,0.08041577961342879,0.3505392102542404,0.3297016545250548,High_Immune
TCGA-DD-A39X,0.26713521523361394,0.31588064133851235,0.3287880714242833,0.2712449965228998,0.34826799849988826,Low_Immune
TCGA-DD-A39X,0.3131604138318595,0.3526229693556356,0.3158358116126882,0.36023920681260785,0.3736399819911923,High_Immune
TCGA-DD-A39Y,0.15910468842970113,0.29529850520237766,0.02076156759905204,0.22374001388554862,0.32687837115241963,Low_Immune
TCGA-DD-A39Z,0.20917858856408625,0.32603634522950764,-0.03285582743414836,0.27948616781468805,0.3421996513062272,High_Immune
TCGA-DD-A39Z,0.2859219767880301,0.3152506108243057,0.021112818694111118,0.34710106755508535,0.31985981191009455,Low_Immune
TCGA-DD-A3A1,-0.20020954531352592,0.3458727905989301,0.04304047117433684,0.2996542294060548,0.3836995078632456,High_Immune
TCGA-DD-A3A1,0.32161511997960646,0.3913564683991359,0.09975991855645418,0.3609437423980082,0.3970669835625884,High_Immune
TCGA-DD-A3A2,0.3158138749070966,0.30767953218294924,0.05309123026238398,0.33997867342623067,0.3216067014595783,Low_Immune
TCGA-DD-A3A2,0.3285946579233315,0.33511787521460734,0.37150952388609876,0.37016600875686795,0.33798264051988924,High_Immune
TCGA-DD-A3A3,0.24125796052379173,0.29428886421093303,0.0005002772711069811,0.2805627225114163,0.3220044048350673,Low_Immune
TCGA-DD-A3A3,0.3346871968979642,0.35337979883573634,0.10440849003175005,0.3712404198507135,0.3438283633457068,High_Immune
TCGA-DD-A3A4,-0.042788659685509635,-0.11807200178311905,0.2645966061065563,0.2803123024609802,0.13604802921337586,Low_Immune
TCGA-DD-A3A4,0.330956158528681,0.3778312332559773,0.3593389861975433,0.39541528007389637,0.3745674162313959,High_Immune
TCGA-DD-A3A5,0.1322220338359604,0.3517327070897359,0.23047319402245606,0.29124187304775034,0.33946435367360617,High_Immune
TCGA-DD-A3A5,0.2761346047663942,0.3132124149548913,0.016242712001070674,0.3535257103639313,0.30368537849744764,Low_Immune
TCGA-DD-A3A6,0.30166398932464367,0.3510638062595913,-0.0022443950939256825,0.37148192527444807,0.3750355038621411,High_Immune
TCGA-DD-A3A6,0.04053485653159589,0.254247977179335,-0.04337861179755522,0.3373187450127614,0.3247212914493151,Low_Immune
TCGA-DD-A3A7,0.24062705685749006,0.3159827717783973,-0.02752283077096663,0.039709891503310876,0.29534873338863,Low_Immune
TCGA-DD-A3A8,0.16844402075457504,0.2700454249568943,-0.020162694454149463,0.40555157560713884,0.2986139268412445,Low_Immune
TCGA-DD-A3A8,0.2796968911376964,0.35277606309372445,0.07825540866357408,0.3711415140687593,0.35996943648878776,High_Immune
TCGA-DD-A3A9,0.25706728016679575,0.3614909363987887,-0.006553414296592083,0.2944663916011734,0.4050238571132506,High_Immune
TCGA-DD-A4NA,0.262839288341126,0.26469375532557377,0.30813869560298807,0.3711868443480492,0.3250028582700335,Low_Immune
TCGA-DD-A4NB,0.2142804595891477,0.3704792828852267,0.33831817252778257,0.3357754355424872,0.38366799067906854,High_Immune
