Gene,log2FC,pvalue,padj,plot_color
CYP2F1,0.5270670621349918,0.00017984173941683047,0.0007073532889503575,grey
GSTK1,0.21909868207978378,0.04207452813244698,0.09136868890224985,grey
HNRNPAB,0.7530658991300316,4.337598257357298e-12,5.317466035642202e-11,grey
OR2L5,-0.015283221020371121,0.5606741167177001,0.6762028279820781,grey
STMN3,0.5446966409164117,0.02755106698606039,0.06362922808163524,grey
PDGFA,2.16278197664155,1.8800092095520373e-20,7.407866016563558e-19,re
AC003975.1,0.01660223247313655,0.6841001767544141,0.7720910749637816,grey
GYPE,-0.18385216000017005,0.3260916433998634,0.4683870836298564,grey
COL13A1,0.1598455445969607,0.49071930052678125,0.6197791241694747,grey
AC073648.1,-0.011913746630727765,0.4161631424665527,0.5527143793807809,grey
SPN,-0.33607653780965946,0.1080671007411134,0.19887262794860244,grey
ZNF695,1.48521196012275,2.2565660364618453e-07,1.4386022496197144e-06,re
ADAM3A,0.05856949826378606,0.3838421110585123,0.5242017317495984,grey
AC034105.1,-0.2452833614567549,0.10047414251605921,0.18774787407557014,grey
PCDHB11,1.0103532666284076,0.00046290511123286564,0.0016770738489200658,re
ZNF628,1.013194698441825,1.915943848531431e-22,9.685207646134938e-21,re
GALP,-0.4574314792662791,0.1008645907238589,0.18836218796212104,grey
SLC2A10,-0.4490753113620766,0.03989034995487305,0.08722827860746288,grey
ZNF665,0.5158963730411101,0.038785230834570375,0.08515136899078565,grey
RPF2,0.4220794332705213,0.0001020227994237126,0.00042009169178589163,grey
LINC00477,0.06203905105629982,0.33810151834786584,0.4791893130901668,grey
SLC28A3,-2.3269819233572187,1.1664364685697958e-11,1.361927940401024e-10,b
FAM177B,-0.09126456444768433,0.6955736823885037,0.777798207316562,grey
MIB2,0.40370516169563814,0.00042929655638159495,0.0015662098634158274,grey
OR6Y1,0.0247167789796289,0.30735273325508994,0.4470910516444929,grey
MYO5A,0.9131070434209627,1.4267175051668963e-06,8.043894551098233e-06,grey
IRF1-AS1,0.765374410295798,2.0125106698648115e-08,1.506315150767717e-07,grey
GZMM,-0.6016246146648768,0.003611760956156346,0.010738104590847097,grey
ATG7,0.6587892154693871,8.418201248164858e-13,1.144830764637834e-11,grey
PRAMENP,-1.189984437849886,0.00014379230411085304,0.0005759954917437086,b
AL359955.1,0.07205676399362626,0.23198430741269052,0.36414416540802763,grey
SIPA1L1,0.4726284050800247,1.3211709082144053e-05,6.367836014679482e-05,grey
TTC30A,0.24541882416177982,0.11471020868270225,0.2087438181465333,grey
SSPOP,1.176612807263555,2.4677085951228236e-06,1.3436756588583437e-05,re
ELANE,-0.456708476162051,0.029965150650211138,0.06837186481821436,grey
RAB40C,0.5139002586706148,3.501688835144696e-06,1.861964919567023e-05,grey
PIGN,0.30363517296681664,0.011967011067520026,0.030795610241888535,grey
COL4A6,0.4539458004715644,0.15978094538029539,0.27265952675808813,grey
ZNF624,0.834485255722782,1.2140864928579537e-07,8.08031516021032e-07,grey
HHLA3,-0.031251821228585934,0.8276498719722345,0.8704112424971079,grey
RPS17P2,0.3552269294197774,0.004517565886410461,0.013099386729120662,grey
HOXA4,0.21819047833090427,0.2038209005621765,0.32999045619461226,grey
TOPORS,-0.030337065725198013,0.8065419199940379,0.8537463118396669,grey
BCO2,-3.8214044915357275,1.0014896928826213e-28,1.1707891409651596e-26,b
GPX1P1,0.9492910039622154,0.00047078601247115947,0.0017029424852135822,grey
KCNMB2,-0.13440180963427764,0.49577138016818656,0.6248042804480995,grey
AC068051.1,-0.0852062236244413,0.22712782205968848,0.35811382979449097,grey
ENTPD6,1.1988269380780028,8.109331780754198e-20,2.9333338821286728e-18,re
DMBX1,1.7267812388699808,2.0757681838440127e-07,1.3296454963216356e-06,re
KLKP1,0.23628501522098277,0.12451813023873588,0.22325330149335476,grey
OR11L1,0.013477088948787077,0.4101194925185896,0.5483766403434176,grey
ENPP1,-0.6719957506791623,1.8540815839709024e-05,8.716962251366944e-05,grey
ATP11AUN,0.3654958207971336,0.011035907138770716,0.028699051102596993,grey
CCDC154,1.8865270768120836,2.843543028147724e-16,6.216053313370548e-15,re
FAR1,0.14974647455023113,0.41425062271460433,0.5526179840664384,grey
CPLANE1,0.731545065810501,6.405614034152743e-05,0.00027374025311317237,grey
ZNF841,1.1447799958566782,1.3662012093311898e-10,1.3839711389466385e-09,re
MFAP5,0.23589421908200245,0.38780209242226293,0.528497698661045,grey
MYH6,-0.4397813279936943,0.006275753160657922,0.017506710651224756,grey
VN1R5,0.3240010883310027,0.008747209206669571,0.02337598409080398,grey
ZNF615,0.1838670860915675,0.24580288345824752,0.38068130816725493,grey
EOLA1,0.5847804225535534,1.7981642752168636e-07,1.1639727823010454e-06,grey
CDC42SE1,0.8528696114382479,7.315890935966365e-09,5.821473811997475e-08,grey
UBE2Q2P12,-0.012852147988329706,0.7239324562497299,0.7853984195162164,grey
MPEG1,-0.7707262941224354,6.656208808355677e-05,0.0002832487982242846,grey
SERPINB2,-0.4295835386031369,0.03560369744430824,0.07915437342282325,grey
DPP4,0.26726496543459716,0.23992359157445928,0.37416205701250704,grey
SERPINB13,-0.016707174879931994,0.9028690428161261,0.9283360132313454,grey
AC106870.1,0.05594309299774525,0.14720634659320198,0.255500776500753,grey
PDCD1LG2,-1.1859365490334073,1.0634980038204529e-07,7.14460616129945e-07,b
ZNF433,0.5463197026740259,0.00017040847740327532,0.0006728281012919335,grey
CCER1,0.030658542104584328,0.5426500375016455,0.6604646732656265,grey
DNAH10,0.732981888785161,0.0014182504574156013,0.004642137387859946,grey
SLC22A24,0.20943720124419035,0.26091880557083297,0.3960105463687628,grey
AC007952.1,-0.0022507749306707302,0.9158909016306731,0.9378484986412774,grey
AL157838.1,0.49899494821326734,0.02230646194470996,0.052997322801819735,grey
OR51C1P,0.03010761455914373,0.2863980657094364,0.42490519404827587,grey
KRTAP26-1,0.022021361189871483,0.3408099326422305,0.4820237168209692,grey
CBX3P7,0.14708536035951636,0.012394315010955649,0.03175772551134958,grey
SPTAN1,1.1051834122733977,2.0254981700458075e-22,1.020247584046713e-20,re
NMB,2.0330759356403467,2.4015429238337636e-24,1.5749491427906325e-22,re
PARVA,-0.1742132971846349,0.20016088553748182,0.32536155689535395,grey
KLHL14,-0.857809905995308,6.409305690825918e-05,0.0002738565613564021,grey
OR6C74,0.008544272241084408,0.6037970411899942,0.7031886419807549,grey
FAM114A1,0.15852477866585882,0.13255016707017953,0.23477666123836027,grey
RPE,0.4956237711587081,2.0123602234350103e-05,9.400059564548135e-05,grey
ZNF460,-0.4487843933736973,0.022891935629338736,0.054201322765456715,grey
CR1L,-1.241791012197619,1.070307772021081e-08,8.32437029575349e-08,b
PHF2,0.14435111578867924,0.31546329719477234,0.45676936882587943,grey
RPS26,0.5288866659391994,5.907942823395481e-06,3.021160946301479e-05,grey
C14orf178,0.2644418094774811,0.00921844565076371,0.024490426915892205,grey
PTMAP2,0.7550849382006896,3.063767649611353e-05,0.00013891884713346586,grey
SCGB1D4,0.03010761455914373,0.25143033499929784,0.384503259912124,grey
PSAP,0.2750212854702992,0.007090979067978697,0.01941860095414022,grey
S100A10,1.4857035499522993,7.984954812882503e-16,1.6479183973297167e-14,re
CFAP43,1.0738572676861502,8.459381273902088e-07,4.9441979467020124e-06,re
LHFPL5,1.0479340557733117,2.3838478976333925e-05,0.00010992566071038751,re
RPL37A,0.715091066280253,2.7747888995901068e-08,2.034785132666953e-07,grey
HOXC6,1.8237640659435037,9.351857940045345e-08,6.342213050500365e-07,re
TXNRD3,0.18129387213812098,0.07109067651890597,0.14187608903262128,grey
CFD,-0.8113417950727473,0.00015030763326156677,0.0005997117377129994,grey
STPG3,1.4662897876537788,9.960138870448495e-09,7.775463034976831e-08,re
MAP1LC3C,0.036079748644313486,0.8564353666799894,0.8918964031646184,grey
MCMBP,0.23187693498410614,0.044187498542587356,0.09519083992244458,grey
EME2,1.6286669934970337,7.25396227069179e-24,4.481345510006695e-22,re
KLHDC1,-0.14933041189945562,0.40517953971137455,0.5467100559321207,grey
ZNF81,0.7157236777582197,3.328790702459966e-07,2.0616449162487877e-06,grey
TAF13,0.210866132508187,0.04908031850507391,0.10400901423865634,grey
ZNF780A,0.6264253805235285,1.6385995159563746e-06,9.17437002166353e-06,grey
ATAD3A,0.5798160820954855,1.1813560773055e-06,6.754964142284056e-06,grey
OR5B17,-0.04000000000000002,0.0001024392450080983,0.00042116149478537226,grey
OR52M1,0.038193867928415975,0.1879310013331371,0.3094189820753928,grey
IGKV7-3,-0.2497565660877931,0.06677713816772643,0.13469211640496795,grey
FAM118B,0.7429061199217232,3.254405329776391e-11,3.5941977455636956e-10,grey
ZNF461,0.9582540555757805,7.187946079481261e-13,9.870315549073673e-12,grey
AC011450.1,0.5175080080809309,0.006604725047867984,0.01823022925296308,grey
AC122129.1,0.41265156413681164,0.03143175036555119,0.07123966541126511,grey
CCDC180,1.741744267941882,2.8250469218823096e-14,4.702720355073249e-13,re
SLC9A8,0.547056450494646,2.167947719709065e-06,1.191600973360969e-05,grey
OCLN,0.20570333051900327,0.3849455909995533,0.5254037417401444,grey
CFAP299,0.12232487986840213,0.2610286170931003,0.3961441997431211,grey
H4-16,1.0208313551582175,7.638159207840512e-09,6.062533872233829e-08,re
CYP2A13,-1.563572209962455,0.0004354979657557374,0.001586988876179265,b
ZNF181,0.39160995462937465,0.00044756121793875723,0.0016272726446176387,grey
SLC22A20P,0.7956861836747665,0.00015718102832008797,0.0006251920797473772,grey
OR8G1,0.1891202157306168,0.0694052519763581,0.1390888540901853,grey
INKA2,1.52073140503732,1.271150980155761e-19,4.466430621934975e-18,re
ZNF44,0.49087054286903403,1.933657006769367e-05,9.05639871327408e-05,grey
GPAA1,1.666857302064691,6.803167041264205e-33,1.3246235413275287e-30,re
ADAMTSL2,-2.139462022194314,9.843090755533323e-11,1.0169993037716178e-09,b
SGTB,0.4397884161919101,0.0049275553944098365,0.01415519003588479,grey
ZNF790,0.05036174530177056,0.6274503630734709,0.7227160203774536,grey
OR5M12P,0.013477088948787077,0.4101194925185896,0.5483766403434176,grey
PRB3,0.28633796083763025,0.036627949405530574,0.08109305062669714,grey
CYRIA,-0.11695508283690059,0.5436039012441636,0.6613361403863508,grey
MYO1C,0.5193166953087613,1.997436859677553e-05,9.336529162391807e-05,grey
MDS2,0.6670630733415285,7.889910875692902e-05,0.0003316981740719229,grey
OR7E13P,0.09893588283610723,0.12951687563186162,0.23057572855418437,grey
NKIRAS1,-0.4839803653382712,1.4853569967718801e-05,7.094458029328728e-05,grey
OR1S2,-0.004946192720428146,0.8050905069125045,0.8524816313395824,grey
UGT2B17,-2.1074708438542005,0.00014629509239761038,0.000585232192152396,b
MEIG1,0.45849943652869396,0.01001188581343411,0.026344244021415584,grey
SLC22A12,2.1356317853253177,0.0001822698041358342,0.0007159557906455567,re
KIF13B,-0.1324187336990801,0.4382966639568546,0.5735838211306417,grey
NRAP,-1.1599007574151465,0.0001263501387632653,0.0005115703847173222,b
ADH5,-0.09228868771721968,0.4057199523365087,0.5471584491791293,grey
SLC22A6,0.7883068890522328,0.0003161791049257452,0.001184439272847622,grey
H2BC12,1.066759687582888,8.41087208421418e-08,5.735054851287933e-07,re
TEAD4,0.9062292422496718,2.3536069397988918e-05,0.00010864651394354514,grey
SPG7,0.12656977334180958,0.17099529843000416,0.28731586150424593,grey
HRNR,0.4056324198894318,0.07704399594111781,0.15159915078112687,grey
IFNA1,0.020444642859086697,0.3885340922998404,0.5291759737978315,grey
HES5,1.4125444549860213,1.5614322404580764e-12,2.0319491001950974e-11,re
NBEAP2,1.049082199963396,4.367702283710718e-06,2.2875643210251893e-05,re
ZNF677,0.14151649080455497,0.49918364440365093,0.627969354600694,grey
ERO1A,0.4723468436799597,0.00016392766953892622,0.0006493739203392359,grey
ZNF823,0.4788709900453645,6.517317741253331e-05,0.00027796687533791775,grey
CYYR1-AS1,0.28865137725651363,0.0179242412794886,0.04376993832315546,grey
ZNF311,-0.515929819489334,0.09533508076607214,0.1797480745110279,grey
ZNF347,-0.2361088887309559,0.30706922886703086,0.4470910516444929,grey
OR5H2,0.32977171271557276,0.005237138953546629,0.014943405478397617,grey
PLCG2,-0.4272991004222002,0.008456582927449852,0.022680898446703835,grey
FCHSD1,0.4172904646813094,0.04208177825254631,0.09137623477272833,grey
ZNF71,1.372817202496545,1.71102815548801e-14,2.9330056101891463e-13,re
AADACL2,-0.008982949316338435,0.9191476587510734,0.940372976992642,grey
S100A6,0.8067461713607234,0.0018239213832499906,0.005816215107314097,grey
RPL12,0.5409066258812443,4.4217996261019886e-06,2.3143854375822387e-05,grey
DNM3,1.7538578374614162,5.617724536586369e-22,2.6790947293779503e-20,re
ZNF121,0.6023567013731319,7.299359206133834e-08,5.025095313025444e-07,grey
MPZL1,1.2119494961610386,6.488481447895944e-17,1.5583670989172459e-15,re
VPS13A,0.18356124388894043,0.23962411905306433,0.37385551521891514,grey
MBP,0.03383137126543339,0.8282752250969597,0.8708418319541911,grey
AKAP17A,0.8331259362587436,9.044592879232832e-13,1.2241201747983744e-11,grey
ELOVL2,0.44522365482793996,0.09239735144617015,0.17607885418184266,grey
GOLGA6L9,1.451652156375529,8.426782816052892e-17,1.9817504860825765e-15,re
LEKR1,0.5260139935322368,0.0004903661091555716,0.0017677662231672954,grey
C1orf122,0.5612727916855718,1.1347557817407415e-05,5.529816623456543e-05,grey
OR51A8P,0.0015633423180593103,0.9429736988702198,0.9582990156349236,grey
SNHG12,1.7290801441517407,4.549841051636148e-27,4.190975122033199e-25,re
ZNF734P,0.06759249487075703,0.2046219761749783,0.3310406247412798,grey
AL592490.1,-0.003827493261455518,0.8429629721569416,0.8816385904801386,grey
CLEC9A,-1.1039225660784275,5.331665954583689e-06,2.7521027344873205e-05,b
KEL,0.23905703024139016,0.48432521498745695,0.6136938033361778,grey
NOL8,0.7935113773574017,2.7492306397119952e-12,3.4619827848202015e-11,grey
IRAK4,0.42385675173292364,5.843232513546868e-05,0.0002514963974978458,grey
CCDC151,-0.0915178117555614,0.6003537514450388,0.7031886419807549,grey
DLGAP2,-2.2767235861128428,3.710080152864488e-15,6.989979173556667e-14,b
MRPL42,0.5245705552263703,4.000318101009544e-08,2.868291575536558e-07,grey
ENTPD7,0.22736983921709553,0.10141301140258809,0.18920873466416613,grey
FCGR1B,-0.24201114046629182,0.2794002410468583,0.41659865052741,grey
SAGE2P,0.004028396869789359,0.9530049571014424,0.9659830504375636,grey
ZNF335,1.2218969092010552,2.164607368748631e-30,3.1179733437854964e-28,re
ZNF560,0.9184151812076359,0.001487702128828828,0.004845866784212274,grey
TUBA3C,1.6922282254625785,0.0003344082582466357,0.0012475133656115408,re
RPS4X,0.5947785864019222,1.3244463674624109e-06,7.5077667040221896e-06,grey
ZNF273,1.1800071054763541,1.7164586496218557e-10,1.7144850106297202e-09,re
ZNF84,0.881703030829737,2.479850973123295e-12,3.1395691748297506e-11,grey
MAK16,0.026357653921812847,0.838371901232763,0.8792961978399235,grey
ZNF667,-0.09913818741625494,0.7261991735558515,0.7873130128418869,grey
AVPR1B,0.4069617239556288,0.0145714964361937,0.03660539868619822,grey
SIRPA,-0.2706450013585523,0.08480455817050551,0.16427628313484488,grey
DSCR8,1.5906350736421786,5.948965625420265e-05,0.0002556769249804805,re
GRK6,1.2160244184920042,1.7425251788079548e-24,1.154831974429474e-22,re
PRIM1,1.3065794909804722,4.559597870344212e-11,4.93119505361015e-10,re
MARCHF5,0.0077258579475396735,0.9364428316990426,0.9542898173922366,grey
POTEH,0.16804808972946417,0.0897470065060733,0.17193338950822518,grey
NPIPB13,0.7943798945917713,1.40050441951676e-06,7.906366931415101e-06,grey
AKR1B10,3.7415505638648594,8.912237323418201e-10,8.097014971308265e-09,re
SULT1C4,-0.6064087897950193,0.024194086697872593,0.056834010292273404,grey
CYP2A7,-4.0625214719336595,2.5739901873123805e-11,2.884882015216228e-10,b
ZBTB14,0.25293238143288066,0.04770973697222014,0.10160406947787622,grey
KRTAP9-9,0.012957829978591937,0.5745033839829934,0.6874487915698849,grey
CD2AP,0.6038403719147107,5.721529641935096e-06,2.933061605390766e-05,grey
NUP62CL,-0.16034275380592922,0.5484877993898198,0.6651756667337668,grey
SFI1,1.5310760139078499,8.212979693408328e-20,2.965127227546683e-18,re
KRTAP4-6,0.01078167115902966,0.46186419549791,0.5928699144946403,grey
TMPRSS11F,0.08637637274271362,0.18667549691072435,0.3079264974164953,grey
ZNF649,-0.33491334518715576,0.07086597556302116,0.14153393145748405,grey
ADH4,-3.9051040727944972,5.106647307424749e-14,8.247907328768262e-13,b
OR2T6,0.02853089622835894,0.30723432228104625,0.4470910516444929,grey
ZNF248,0.997421706714736,4.443147487226174e-14,7.227955138756148e-13,grey
AC025279.1,-0.3643122302627719,0.04674582268213409,0.09983368802703209,grey
CHSY3,-0.7181642212108137,0.0009161150589446644,0.003122755013782703,grey
TOR4A,-0.1487341661713524,0.47949020643619533,0.6088242524492865,grey
LPAR1,-1.5063879719552877,5.554614424459266e-06,2.854918109203463e-05,b
MB,0.5927981449822343,0.06031482834946918,0.12373217911544322,grey
OR2L3,0.04785683962847301,0.1435249108773295,0.25032074417570405,grey
DEFB107B,0.002695417789757415,0.7140032441760318,0.777798207316562,grey
HIBCH,-0.5745017717739337,1.1326880631045736e-06,6.488508824510474e-06,grey
ZNF544,1.2754827618533486,5.232645295562908e-17,1.2746389845295929e-15,re
TMEM229B,0.674446516354046,0.0006607860019330242,0.0023210750606002,grey
PTMAP9,0.661767578160235,1.996379779805124e-05,9.332360647958964e-05,grey
SOWAHC,-0.685494553342012,1.129842985150128e-06,6.47352452120771e-06,grey
ZNF770,-0.5784317345517812,0.05668068405538056,0.11737539242260107,grey
ZNF849P,0.33471186306205697,0.015078693323724749,0.03770341061571685,grey
ZNF876P,0.7699669766659728,3.435563633841527e-05,0.0001544376248585796,grey
NPIPB6,0.46700470782377673,0.002216671027606867,0.006928554086566384,grey
HMGN5,-1.2370361628697628,2.4737105630987187e-06,1.3462946211601846e-05,b
MIER1,-0.36688022687081256,0.0028812086591532855,0.008768794639092883,grey
MAN1A2,0.10350563008498279,0.41102234906247115,0.549362707470824,grey
SVIP,0.5980004759281343,1.1374587611424694e-06,6.514515564246834e-06,grey
ZNF251,1.61213369425965,2.556387590433947e-31,4.1241835798243664e-29,re
DDRGK1,0.5176127312368288,2.3403188415788156e-07,1.4867923423689e-06,grey
FAM47C,0.06391133124154415,0.5697701425292916,0.6848910269067239,grey
TFDP1,0.33589330547175633,0.03459687637896344,0.07733008569148013,grey
CLEC4C,-0.757907829387294,1.9078835462253024e-07,1.2300598816808825e-06,grey
ZNF607,1.5990505926314644,4.780305885245013e-11,5.152127730680658e-10,re
BPIFA1,0.6890981569014141,0.010367160412539848,0.027180281037008987,grey
ZNF334,-0.998666269208182,0.0006018952262316955,0.0021295829280764886,grey
HSD17B11,-0.04531021190752464,0.7291387190572824,0.7898478229557688,grey
SZT2,0.5788051290546529,2.7021228837934077e-06,1.4611699735050257e-05,grey
SULT1C2,3.4093384179590407,4.07599759430248e-13,5.816305386967134e-12,re
ZXDA,-0.023659731906616712,0.8729940009662527,0.9052598273314229,grey
RPS6KL1,2.192576248683192,1.535088003686697e-23,9.172353875996758e-22,re
CACNA1E,1.7398819996622998,6.126309351625602e-07,3.665593488815721e-06,re
OR51H2P,-0.01955535714091333,0.40766785192774546,0.5483766403434176,grey
QRICH1,0.6520117618176701,1.0560889491597454e-10,1.0873826133170136e-09,grey
AFDN-DT,1.3128886076381647,4.060959016886266e-11,4.427535255618517e-10,re
CSF2RA,0.4188357460450472,0.07627762857491223,0.15030592557956446,grey
FKBP1C,0.746477401843739,4.608710622754998e-08,3.275816280385964e-07,grey
DDX42,0.6412642514291371,3.009408136429088e-10,2.910194047327769e-09,grey
GUSBP13,0.5720233729407428,0.0009218515087214147,0.0031400911368506023,grey
RPL23A,1.1055262624242024,7.91251152016759e-17,1.873291249418293e-15,re
SLC29A3,0.34129350198784236,0.003937241381700703,0.01159104977151878,grey
CYP2A7P2,0.1542017558686871,0.5221337469269569,0.64515522453924,grey
STYX,-0.15663204318549642,0.09564505261538309,0.180158051036715,grey
UBL5,0.7009565202882581,5.01398383949744e-13,7.050350304168344e-12,grey
OR5BB1P,0.01748488031161328,0.5988275977265974,0.7031886419807549,grey
HELZ,0.26560524690967036,0.050830490951828566,0.10703899722514358,grey
TMEM116,0.3989394209468059,0.0005583072612797099,0.0019891127860163786,grey
KRTAP4-5,0.008086253369272246,0.524522109145877,0.64515522453924,grey
UCKL1,0.9323996122384652,6.540391142247981e-17,1.568166394254914e-15,grey
AC021146.1,0.23610672285397988,0.3076253112014025,0.4474283446753694,grey
OR5B21,0.046280121297688215,0.14155553345515703,0.24752363525121837,grey
NUP210P1,-0.008350598126988244,0.6942687268284382,0.777798207316562,grey
CARD11,0.050074962142232185,0.8291432137594565,0.871596707595351,grey
ZNF485,0.9276203365498016,1.8593452535004345e-11,2.1222544923974538e-10,grey
PEG3,-1.634420254591522,0.0002689150631878403,0.0010212321553634632,b
SDAD1,0.4975757400503748,1.3814643960177497e-05,6.632511218196376e-05,grey
BMS1P9,0.09977119961767116,0.1890193583621302,0.31088456700701067,grey
ZKSCAN8,0.7950241775169186,9.790105880965309e-08,6.610838657841499e-07,grey
PHETA1,0.4868017274016842,0.00013002664637282532,0.0005251004568331842,grey
TMEM239,0.07790277114524874,0.09830148610872094,0.18434997552655114,grey
HYLS1,0.6732456494717904,4.050743134639738e-07,2.482905027110647e-06,grey
MYL4,0.9863316535709081,1.7132197261463062e-10,1.711552580269837e-09,grey
ZNF442,0.6149343739229125,2.8141338210054415e-07,1.7655562911452473e-06,grey
ZNF813,0.666087920023238,0.022645309506601635,0.053689427329957226,grey
HOXC4,1.0574710680063075,5.404969054753715e-05,0.00023380952859623728,re
DCAF12L2,0.7755545905136151,9.751787887078036e-05,0.0004032476770734979,grey
PIM3,-0.44372373885169647,0.0003625100550171803,0.0013427663511247103,grey
GET3,1.0074026914832315,3.127560016793693e-21,1.340908704238845e-19,re
AL354714.1,0.6282959877530355,0.00012967452179577613,0.0005238282925453212,grey
ASPH,0.9664355549660386,1.2670165610265392e-06,7.206092880576504e-06,grey
OR7A11P,0.002695417789757415,0.7140032441760318,0.777798207316562,grey
SPRED2,-0.17844187005174705,0.22849480337556013,0.3597826632284573,grey
WWP2,0.6393950605788286,2.2849106007795994e-09,1.9574795489761808e-08,grey
GFPT1,0.539388590997837,2.6884303479881015e-05,0.00012305627399412139,grey
UVRAG,0.2921656972186536,0.009591127159049495,0.02536357226656659,grey
KRTAP13-1,0.00044464285908668404,0.9856927195716759,0.9890206914369558,grey
ZNF26,1.0396649915717242,1.549955016959995e-15,3.0665105127065917e-14,re
TMEM207,0.3597215067384347,0.018324869082331396,0.04462473509871231,grey
ITSN2,0.3662594056841153,0.004054622145355161,0.011890736441128034,grey
NTRK1,-0.17943762267767244,0.3884540166626579,0.5291759737978315,grey
BZW1P2,-0.37863118547534963,0.05364192290975553,0.11204006721533424,grey
OGA,0.2732885301907811,0.00502736670909572,0.014408926512821168,grey
TATDN2P1,0.141419496687989,0.12511231936743275,0.2241336055421203,grey
ZNF658B,-0.39912099105382887,0.05007254697703922,0.10582631934234049,grey
MT1F,-4.849415895857139,4.278896867129038e-34,9.625813211252635e-32,b
TCAF1,0.15858338221713625,0.23834190130036337,0.37213735916726626,grey
ZNF69,0.05877409977245147,0.7597192187067935,0.8157132800448591,grey
TXNRD1,1.3568788249084376,3.227293793350275e-11,3.567524354767488e-10,re
NRARP,1.2102696872335805,7.04214336374284e-11,7.41578935161767e-10,re
ZNF583,0.43869038637524926,0.005360415747778442,0.015255840483785772,grey
KRTAP4-1,0.403210715597798,0.011820070239907861,0.030466073223006224,grey
CCT8L2,-0.03465901256189655,0.18641362152671903,0.3076203389983397,grey
OR14L1P,0.05274054069674711,0.3897052103135311,0.5304605580192061,grey
ZNF568,0.17175890729004692,0.47954264436126515,0.608858864139216,grey
LINC02692,0.19543360876494914,0.016803297196928718,0.041443093222004894,grey
ZXDB,0.19318919407231142,0.2670593070223773,0.40252799559603153,grey
ZNF480,0.9410248353958591,6.709376422912117e-14,1.0674695399259867e-12,grey
ZNF587,0.9380872777305703,6.4131609103777295e-09,5.1503218717746905e-08,grey
TPM2,1.9392341922636667,7.534319262464294e-24,4.644381409989589e-22,re
FLVCR1-DT,1.9619055010788056,1.5580951222742904e-19,5.407365770080996e-18,re
RTP2,0.3016470705504729,0.0045677740643957805,0.01322934768906995,grey
SH3BGRL2,-0.5403777863909707,0.0008618350444091198,0.002952883239233067,grey
ZNF808,0.03602925098551632,0.8727327485117865,0.905062713868609,grey
ANKRD35,-0.9385674455048271,0.010342807563094521,0.027126509779837993,grey
B3GNT6,0.0929883840291014,0.4668978332908209,0.5978227659757863,grey
AC007920.1,0.00035665073525275454,0.9941623260752079,0.9956434923438147,grey
YTHDF2,0.27048226248826635,0.002109323508945674,0.006627158312443962,grey
NBR2,0.5201591352764348,0.00011689326525321812,0.0004761834083055307,grey
TMA16,0.6858067862975473,1.3156559849784025e-10,1.3363647273215595e-09,grey
HLA-DRB5,-0.04125553963308435,0.8756152499431931,0.9073853892240933,grey
ATL1,0.1521910131692224,0.4699790609164395,0.6010320402837124,grey
CNGA1,-1.8348134527376028,3.6323587144150868e-09,3.019745801081388e-08,b
MAFK,-0.19881450953881283,0.3503933280164305,0.4924586308587729,grey
ARMH1,-0.19942595234610183,0.26831975549936327,0.40403248399299774,grey
ZNF43,1.1397433548538967,8.16264751794743e-06,4.078795505317714e-05,re
GPN1,0.6494179874540605,5.5834626235106706e-11,5.967636135463374e-10,grey
PLN,0.38942776499134424,0.1740274015111418,0.2914651843841319,grey
PABPC1P2,0.16355099635420584,0.04670822361130758,0.09976848292840865,grey
C2CD4A,0.5915225146350785,0.1597329860330984,0.27261052542531927,grey
ZNF28,0.7873675812321058,0.006750358840093667,0.01857613584072255,grey
ITGBL1,-0.542875312235433,0.1692056935476948,0.2852871746538285,grey
ZNF511,-0.012528819844188799,0.9093597578592092,0.9335308751799037,grey
C20orf203,0.22513634860933615,0.03239796735984558,0.07311074236443409,grey
ZNF627,0.6410678273002476,2.0060468328755392e-07,1.2884931682211046e-06,grey
KCNRG,0.12201963775941811,0.4143144038912048,0.5526769547052109,grey
WDHD1,2.2213990355540623,9.431153347948841e-26,7.542918892236987e-24,re
AC133561.1,0.24813176868333348,0.03160424164750315,0.07157028573940265,grey
ZNF789,1.440460793480758,1.1493753721165324e-27,1.1486633696736284e-25,re
CTNND1,0.29571738860953073,0.005642170932515934,0.015975588291270295,grey
DDX39B,1.397491472560769,2.2660090953151667e-12,2.8882664462070177e-11,re
SLC34A3,1.5948821431271238,2.8426363461409613e-12,3.5732293251302176e-11,re
RD3,0.11965377602280643,0.2930034876821615,0.43279862375250655,grey
SPANXC,0.10474784485878272,0.11205260951034365,0.2046661899463529,grey
SH2D1B,-1.1358354141146085,1.635141386965525e-09,1.4256988637277389e-08,b
ARC,0.01593370483297035,0.942656265802699,0.9582990156349236,grey
AC073343.1,0.20210764289737723,0.2564229600440765,0.3906675958903669,grey
NUDT16,0.1416641131932358,0.18808346652660163,0.3096158402794251,grey
TLK1,0.4526682761746504,8.666652234070025e-05,0.00036123312792261307,grey
LRBA,-0.07411289435752098,0.5850702802003203,0.6971972263108029,grey
C3orf35,1.1885734300901987,1.6714634546568776e-13,2.5255334216537487e-12,re
ZNF536,-0.5510180894983073,0.0022025577649592977,0.006889780300173217,grey
MMP17,0.4956738121832513,0.14713265142047285,0.25539811129936363,grey
OR2M2,0.002695417789757415,0.7140032441760318,0.777798207316562,grey
BAZ1A,0.3532599415550878,0.012731921734899603,0.03253713332252121,grey
