,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
101,prerank,Reactome_2022__G0 And Early G1 R-HSA-1538133,0.8040316524654609,1.7940141313707303,0.001,0.001,0.005,14/27,5.01%,TOP2A;MYBL2;E2F1;CDK1;CCNA2;CDC6;CCNE1;CDC25A;CCNE2;LIN37;LIN9;RBL1;PCNA;E2F5
102,prerank,Reactome_2022__G1/S Transition R-HSA-69206,0.6630853403330297,1.7911807059634033,0.001,0.001,0.006,77/129,20.81%,E2F1;CDK1;CDT1;CDC45;CCNA2;CDC6;RRM2;CCNB1;MCM10;CCNE1;ORC6;TK1;GMNN;CDC7;CDC25A;MCM6;CCNE2;LIN37;MCM4;LIN9;MCM3;POLE2;TYMS;POLA2;MCM5;MCM7;MCM8;RBL1;PRIM2;CKS1B;PPP2R3B;PCNA;PSMD4;PRIM1;E2F5;DBF4;POLR1A;PSMB4;POLA1;PSMD10;PSMA6;PSMC4;CDK4;PSMD14;SKP2;E2F4;PSMA1;PSME3;CDK7;PSMD9;PSMD2;SEM1;PPP2R1A;PSMB5;RPS27A;HDAC1;PSMB3;PSMD3;E2F6;PSMB9;CDK2;PSMC5;PSME2;PSMD11;PSMD13;PSMC2;UBA52;PSMA2;PSMA4;SKP1;RBBP4;ORC3;POLE3;PSMC3;PSMA7;PSMD8;RPA3
103,prerank,KEGG_2021_Human__beta-Alanine metabolism,-0.6489767284830952,-1.7882185089603235,0.001,0.00522404474610357,0.034,16/30,6.64%,CNDP1;ALDH6A1;ABAT;DPYS;ALDH2;ACADS;EHHADH;UPB1;ALDH1B1;MLYCD;ECHS1;DPYD;ACOX1;ALDH9A1;HIBCH;AOC3
104,prerank,"Reactome_2022__Plasma Lipoprotein Assembly, Remodeling, And Clearance R-HSA-174824",-0.5409306008753318,-1.7855747473861834,0.001,0.01843529798206301,0.263,22/71,5.51%,APOF;LPA;LCAT;CETP;APOA4;APOA5;ALB;APOA1;AMN;APOC3;CES3;ANGPTL3;LIPG;LIPC;LDLR;CREB3L3;APOB;ANGPTL4;PCSK6;PLTP;ABCA1;APOC1
105,prerank,Reactome_2022__G1/S-Specific Transcription R-HSA-69205,0.7925889725588375,1.7853315254197748,0.001,0.001,0.006,15/29,5.01%,E2F1;CDK1;CDT1;CDC45;CDC6;RRM2;CCNE1;TK1;CDC25A;LIN37;LIN9;TYMS;RBL1;PCNA;E2F5
106,prerank,Reactome_2022__Eukaryotic Translation Elongation R-HSA-156842,0.6827617255162989,1.7849396467289744,0.001,0.001,0.006,76/90,26.65%,EEF1A2;RPS10;RPL36A;RPS4Y1;RPL22L1;RPL10L;RPL30;RPS17;RPL8;EEF1D;RPL39L;RPSA;RPL23A;RPS21;RPL38;RPS5;MRPL13;RPS19;RPLP1;RPL28;RPS27;RPL7;RPLP2;RPS7;RPS20;RPL27;RPS16;RPS23;RPLP0;RPL37;RPL39;RPL35A;RPL23;RPL18A;RPS3;RPL14;RPS2;RPS27A;RPL6;RPL36;RPL19;RPL10A;RPS28;RPL26L1;RPS3A;RPL13A;RPS15;RPL18;RPS8;RPS11;RPL37A;RPS14;RPL7A;RPS15A;UBA52;RPL32;RPS12;RPL27A;RPL5;RPS24;RPL9;RPL35;RPL4;RPL31;RPS6;RPS4X;RPL29;EEF1B2;RPS25;RPL12;FAU;RPS9;RPL15;RPS29;RPS13;RPL41
107,prerank,Reactome_2022__Synthesis Of Bile Acids And Bile Salts R-HSA-192105,-0.6417138110227141,-1.7847990228359016,0.001,0.018038977429050557,0.265,17/34,7.96%,CYP39A1;CYP8B1;AKR1D1;PTGIS;SLC27A5;ABCB11;SLC27A2;ACOX2;CH25H;AKR1C4;CYP7B1;CYP27A1;BAAT;OSBPL6;NR1H4;CYP46A1;OSBPL1A
108,prerank,Reactome_2022__Processing Of DNA Double-Strand Break Ends R-HSA-5693607,0.6980634719594908,1.7838099316692726,0.001,0.001,0.007,60/78,25.04%,EXO1;CCNA2;CLSPN;BLM;CHEK1;RMI2;RFC4;H2BC11;DNA2;H2AX;ARTN;H2BC15;BRIP1;H2BC17;RHNO1;H2BC9;BARD1;NSD2;RAD9A;RFC3;H2BC13;POLR1A;BRCA1;TOPBP1;ATRIP;TIPIN;TIMELESS;RNF8;H2BC12;MDC1;SIRT6;RFC5;RMI1;UIMC1;MRE11;RFC2;ABRAXAS1;UBE2I;SUMO2;BABAM1;RPS27A;BABAM2;PIAS4;TP53BP1;CDK2;UBA52;H2BC21;RNF4;RAD50;RPA3;RAD9B;UBE2N;HERC2;H2BC14;UBE2V2;RBBP8;KAT5;H2BC5;H2BC1;RAD17
109,prerank,Reactome_2022__Defective Homologous Recombination Repair (HRR) Due To BRCA2 Loss Of Function R-HSA-9701190,0.7495713268289417,1.7823408952433462,0.001,0.001,0.007,27/41,14.01%,EXO1;XRCC2;RAD51AP1;BLM;RAD51;RMI2;RFC4;DNA2;ARTN;BRCA2;BRIP1;RHNO1;BARD1;RAD9A;RFC3;POLR1A;BRCA1;TOPBP1;ATRIP;RAD51C;RAD51D;RFC5;RMI1;SEM1;MRE11;RFC2;PALB2
110,prerank,Reactome_2022__Nicotinamide Salvaging R-HSA-197264,-0.7076415884024149,-1.7804672717952768,0.001,0.018256314506509,0.277,5/19,2.71%,NNMT;CYP8B1;PTGIS;PTGS2;NAMPT
111,prerank,Reactome_2022__Processing Of Capped Intron-Containing Pre-mRNA R-HSA-72203,0.6358014493215817,1.7801354184130282,0.001,0.001,0.007,187/241,28.73%,DDX39A;COLEC12;SNRPE;PABPN1;SF3B4;SNRPB;DDX39B;PRPF3;PRCC;ELAVL2;UPF3B;LSM4;POLR2K;SF3A2;SNRNP70;SNRPC;CPSF4;PUF60;CSTF2;LSM2;NUP37;CPSF1;SNRPD2;NUP210;THOC5;SNRPA;FUS;NUP155;RNPC3;ALYREF;NUP93;METTL3;PPIH;NUP107;CASC3;CHTOP;U2AF1L4;POLR2G;SNRPA1;TPR;NUP205;HNRNPA1;CD2BP2;PPIL1;SLBP;NUP133;ZMAT5;CPSF6;NUP43;RBM42;THOC3;NUP62;LSM7;CPSF3;EFTUD2;NUP85;RBMX;NUP42;CWC27;PRPF6;THOC2;USP39;PRPF31;HNRNPH1;U2SURP;PQBP1;BUD31;LSM8;TXNL4A;THOC6;SUGP1;CCAR1;POLR2H;SART1;PPIL3;RBM8A;THOC1;U2AF2;DHX16;NXF1;NDC1;AAAS;NCBP2;MAGOHB;SYMPK;EIF4A3;HNRNPU;SEC13;NUP188;RBM5;HNRNPA3;CPSF7;POLR2L;HNRNPUL1;RBM17;RNPS1;PTBP1;SNRPF;XAB2;POLDIP3;PHF5A;SNU13;DHX9;POLR2J;SNRPB2;LUZP4;CRNKL1;SNRPG;SRRT;HNRNPR;RBM22;CSTF3;NXT1;GPKOW;PDCD7;DDX46;MAGOH;ELAVL1;PPWD1;SLU7;SNRNP200;SF3B2;HNRNPA2B1;SF3B6;GTF2F1;HNRNPC;THOC7;SRSF11;DDX42;SF3A3;POLR2F;GTF2F2;HNRNPL;U2AF1;SRRM2;SRSF2;NUP214;DDX23;SNRPN;FIP1L1;SNW1;SF3B5;CTNNBL1;DNAJC8;ZC3H11A;POLR2D;CDC5L;POM121C;ZCRB1;TFIP11;SNRNP35;LSM3;SARNP;HNRNPA0;SYF2;PRPF19;SF3B1;SNRNP25;PRPF38A;DHX38;ZRSR2;DHX15;SRSF9;SNRPD3;CWC15;YBX1;MTREX;NUP160;WDR33;PCBP1;LSM5;SNRNP48;PRPF40A;SF3B3;CSTF1;HNRNPM;POLR2I;SF3A1;CPSF2;GLE1;SNRNP40;NUP35;HNRNPD;PRPF4;SRSF3;PPIE;WBP11
112,prerank,KEGG_2021_Human__Cholesterol metabolism,-0.5794787547830331,-1.7794446288326022,0.001,0.005301659125188537,0.036,21/50,5.51%,LPA;LCAT;CETP;APOA4;APOA1;ABCB11;APOC3;ANGPTL3;APOH;LIPG;LIPC;ABCG8;LRP2;LDLR;CYP27A1;APOB;ANGPTL4;ABCG5;PLTP;ABCA1;APOC1
113,prerank,Reactome_2022__G2/M DNA Damage Checkpoint R-HSA-69473,0.6988977243630414,1.7789753637580261,0.001,0.001,0.007,59/75,25.04%,CDC25C;EXO1;CDK1;CCNB1;BLM;CHEK1;RMI2;RFC4;H2BC11;DNA2;H2AX;ARTN;H2BC15;BRIP1;H2BC17;RHNO1;H2BC9;BARD1;NSD2;RAD9A;CHEK2;RFC3;H2BC13;POLR1A;BRCA1;TOPBP1;ATRIP;RNF8;H2BC12;MDC1;YWHAZ;RFC5;RMI1;UIMC1;MRE11;RFC2;ABRAXAS1;YWHAH;BABAM1;BABAM2;PIAS4;TP53BP1;H2BC21;YWHAG;RAD50;RPA3;YWHAB;RAD9B;UBE2N;HERC2;H2BC14;UBE2V2;RBBP8;KAT5;H2BC5;YWHAQ;REXO2;H2BC1;RAD17
114,prerank,Reactome_2022__Resolution Of D-Loop Structures R-HSA-5693537,0.7731854824381883,1.7780040196055444,0.001,0.001,0.009,24/34,14.01%,EXO1;EME1;XRCC2;RAD51AP1;BLM;RAD51;RMI2;XRCC3;DNA2;ARTN;BRCA2;BRIP1;EME2;BARD1;SLX4;BRCA1;RTEL1;RAD51C;MUS81;RAD51D;RMI1;SEM1;MRE11;PALB2
115,prerank,Reactome_2022__Signaling By Retinoic Acid R-HSA-5362517,-0.6037697915810204,-1.7762450077433174,0.001,0.01837966798290433,0.285,11/41,4.15%,CYP26A1;RDH16;ADH1C;ADH1A;ALDH8A1;PDK4;RDH5;LDHD;ALDH1A3;ADH7;RARB
116,prerank,MSigDB_Hallmark_2020__Myc Targets V1,0.6363402015410988,1.7696611342787607,0.001,0.001,0.001,156/200,29.00%,CDC20;CDC45;CCNA2;MCM2;MAD2L1;MCM6;RFC4;MCM4;KPNA2;TYMS;MCM5;MCM7;RPS10;CAD;NME1;CCT3;H2AZ1;PCNA;ILF2;HSP90AB1;NOP56;NHP2;CSTF2;LSM2;SNRPD2;EPRS1;IMPDH2;RRP9;PABPC1;SNRPA;DUT;SRM;FBL;SNRPD1;PSMA6;TRIM28;PPIA;NPM1;MRPL9;PSMC4;CCT5;RPS5;RRM1;IARS1;SRPK1;COPS5;SNRPA1;PPM1G;IFRD1;CDK4;HNRNPA1;CBX3;EIF3B;PSMD14;CYC1;VBP1;LSM7;PSMA1;NAP1L1;PA2G4;RAN;XPOT;XPO1;BUB3;EIF3D;PRPF31;RUVBL2;TXNL4A;SMARCC1;RPLP0;CCT2;CCT4;KPNB1;PTGES3;CANX;NCBP2;HNRNPU;PHB;APEX1;USP1;RPS3;RPL14;SSB;RPS2;RPL6;HNRNPA3;XRCC6;NOP16;PSMB3;EIF2S2;RNPS1;PSMD3;ORC2;SSBP1;SNRPB2;GNL3;RPL18;SNRPG;HNRNPR;CCT7;HSPE1;CDK2;PWP1;DEK;PSMD1;HDDC2;RACK1;UBA2;PSMA2;PSMA4;AP3S1;PGK1;HNRNPA2B1;MRPL23;HNRNPC;POLE3;VDAC1;PSMA7;EXOSC7;RPS6;PSMD8;U2AF1;SRSF2;ODC1;SLC25A3;HDAC2;AIMP2;HDGF;EEF1B2;TCP1;ERH;UBE2L3;COX5A;PSMC6;DHX15;YWHAQ;SNRPD3;SET;ACP1;PABPC4;PCBP1;HSPD1;RANBP1;STARD7;SF3B3;VDAC3;SF3A1;MRPS18B;CLNS1A;TARDBP;HNRNPD;RSL1D1;SRSF3;EIF4A1;KARS1;PSMB2
117,prerank,KEGG_2021_Human__Butanoate metabolism,-0.6699069096083483,-1.7677816283491579,0.006024096385542169,0.005786634180299339,0.039,18/28,7.17%,HMGCLL1;ACSM5;ACSM3;ABAT;ACSM2A;ACADS;EHHADH;HMGCS2;ACAT1;ACSM2B;BDH2;HMGCL;BDH1;ECHS1;ALDH5A1;HADH;ACAT2;L2HGDH
118,prerank,KEGG_2021_Human__Peroxisome,-0.5353313933624203,-1.767163866119743,0.001,0.005572314395843808,0.039,35/82,8.33%,HAO2;HMGCLL1;ACSL1;XDH;HAO1;AGXT;SLC27A2;EPHX2;DAO;EHHADH;ACAA1;SCP2;CAT;ACOX2;HMGCL;PIPOX;MLYCD;PEX11G;PHYH;ACSL5;ACOX1;BAAT;NUDT7;PEX3;PECR;PXMP2;ABCD3;NUDT12;SOD1;PEX13;IDH2;ECH1;CRAT;SOD2;DHRS4
119,prerank,Reactome_2022__APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143,0.672613959587151,1.7667807916422327,0.001,0.001,0.01,53/87,20.72%,CDC20;NEK2;UBE2C;CDK1;PTTG1;BUB1B;PLK1;CCNA2;AURKB;CCNB1;AURKA;MAD2L1;UBE2S;PSMD4;ANAPC7;PSMB4;PSMD10;PSMA6;PSMC4;ANAPC11;ANAPC4;PSMD14;SKP2;PSMA1;PSME3;PSMD9;PSMD2;BUB3;CDC23;SEM1;PSMB5;ANAPC1;RPS27A;PSMB3;PSMD3;ANAPC15;PSMB9;CDK2;ANAPC5;PSMC5;PSME2;PSMD11;PSMD13;PSMC2;UBA52;PSMA2;PSMA4;SKP1;PSMC3;PSMA7;PSMD8;ANAPC2;FZR1
120,prerank,Reactome_2022__Diseases Of DNA Repair R-HSA-9675135,0.7227079462391675,1.7666730013247958,0.001,0.001,0.011,31/51,14.01%,EXO1;NEIL3;XRCC2;RAD51AP1;BLM;RAD51;RMI2;RFC4;DNA2;MSH2;ARTN;BRCA2;BRIP1;RHNO1;BARD1;RAD9A;RFC3;POLR1A;MUTYH;BRCA1;OGG1;TOPBP1;ATRIP;RAD51C;RAD51D;RFC5;RMI1;SEM1;MRE11;RFC2;PALB2
121,prerank,KEGG_2021_Human__PPAR signaling pathway,-0.5406455603063642,-1.766634075053195,0.001,0.005373303167420815,0.039,30/74,6.09%,PCK1;CYP8B1;ACADL;SLC27A5;APOA5;FABP1;APOA1;ACSL1;PLIN1;APOC3;SLC27A2;PLIN2;EHHADH;HMGCS2;ACAA1;PCK2;SCP2;SCD5;ACOX2;AQP7;ACADM;SLC27A6;CYP27A1;CPT2;ACSL5;ANGPTL4;ACOX1;PLTP;GK;SORBS1
122,prerank,Reactome_2022__DNA Replication Pre-Initiation R-HSA-69002,0.6591011679922383,1.7656467318049367,0.001,0.001,0.011,89/125,25.32%,UBE2C;CDT1;CDC45;CDC6;MCM10;ORC6;GMNN;CDC7;UBE2S;MCM6;MCM4;MCM3;POLE2;POLA2;H2BC11;MCM5;MCM7;MCM8;H2AX;H2BC15;PRIM2;H2BC17;H2BC9;H2AZ1;PSMD4;ANAPC7;PRIM1;DBF4;H2BC13;POLR1A;H2AC20;PSMB4;POLA1;PSMD10;PSMA6;H2BC12;PSMC4;ANAPC11;ANAPC4;PSMD14;PSMA1;PSME3;PSMD9;PSMD2;H3C13;CDC23;SEM1;KPNB1;PSMB5;H2AJ;ANAPC1;RPS27A;H2AC14;PSMB3;H2AC4;PSMD3;ANAPC15;PSMB9;CDK2;ANAPC5;PSMC5;H2AC6;PSME2;PSMD11;PSMD13;PSMC2;UBA52;PSMA2;PSMA4;ORC3;H2BC21;H2AZ2;POLE3;PSMC3;PSMA7;PSMD8;ANAPC2;FZR1;RPA3;PSME1;H2BC14;H2AC19;PSMC6;H2BC5;H2BC1;ORC5;CDC27;CDC16;UBE2D1
123,prerank,Reactome_2022__Peptide Chain Elongation R-HSA-156902,0.6789114247479504,1.7619151774504236,0.001,0.001,0.012,73/86,26.65%,RPS10;RPL36A;RPS4Y1;RPL22L1;RPL10L;RPL30;RPS17;RPL8;RPL39L;RPSA;RPL23A;RPS21;RPL38;RPS5;MRPL13;RPS19;RPLP1;RPL28;RPS27;RPL7;RPLP2;RPS7;RPS20;RPL27;RPS16;RPS23;RPLP0;RPL37;RPL39;RPL35A;RPL23;RPL18A;RPS3;RPL14;RPS2;RPS27A;RPL6;RPL36;RPL19;RPL10A;RPS28;RPL26L1;RPS3A;RPL13A;RPS15;RPL18;RPS8;RPS11;RPL37A;RPS14;RPL7A;RPS15A;UBA52;RPL32;RPS12;RPL27A;RPL5;RPS24;RPL9;RPL35;RPL4;RPL31;RPS6;RPS4X;RPL29;RPS25;RPL12;FAU;RPS9;RPL15;RPS29;RPS13;RPL41
124,prerank,KEGG_2021_Human__African trypanosomiasis,-0.6068307014713603,-1.7616507761113653,0.001,0.00568211369428408,0.041,22/36,9.28%,IDO2;HBB;HBA2;APOA1;SELE;IL1B;HBA1;IL10;IL6;HPR;PRKCB;APOL1;KNG1;MYD88;FAS;TNF;PLCB2;F2RL1;FASLG;IFNG;ICAM1;IL18
125,prerank,Reactome_2022__Influenza Infection R-HSA-168255,0.6504641342928345,1.7612320120824085,0.001,0.001,0.012,120/157,26.82%,KPNA7;KPNA2;RPS10;RPL36A;PABPN1;RPS4Y1;RPL22L1;RPL10L;RPL30;RPS17;POLR2K;CPSF4;RPL8;NUP37;NUP210;RPL39L;NUP155;RPSA;RPL23A;NUP93;RPS21;PARP1;NUP107;RPL38;HSPA1A;RPS5;POLR2G;MRPL13;TPR;RPS19;NUP205;NUP133;NUP43;RPLP1;RPL28;NUP62;RPS27;CLTA;NUP85;NUP42;RAN;RPL7;XPO1;RPLP2;RPS7;RPS20;RPL27;RPS16;RPS23;RPLP0;RPL37;KPNB1;POLR2H;CANX;RPL39;NDC1;AAAS;RPL35A;CALR;RPL23;RPL18A;HSP90AA1;SEC13;RPS3;SLC25A6;NUP188;RPL14;RPS2;RPS27A;RPL6;POLR2L;RPL36;RPL19;RPL10A;RPS28;RPL26L1;RPS3A;POLR2J;GNL3;RPL13A;RPS15;RPL18;RPS8;RPS11;RPL37A;RPS14;RPL7A;RPS15A;UBA52;RPL32;RPS12;RPL27A;RPL5;RPS24;GTF2F1;RPL9;RPL35;POLR2F;RPL4;RPL31;RPS6;GTF2F2;CLTC;NUP214;RPS4X;RPL29;POLR2D;POM121C;RPS25;RPL12;FAU;TGFB1;KPNA4;NUP160;RPS9;RPL15;RPS29;RPS13;RPL41;POLR2I
126,prerank,Reactome_2022__Resolution Of D-loop Structures Thru Holliday Junction Intermediates R-HSA-5693568,0.770920309464551,1.759231175890955,0.001,0.001,0.012,23/33,14.01%,EXO1;EME1;XRCC2;RAD51AP1;BLM;RAD51;RMI2;XRCC3;DNA2;ARTN;BRCA2;BRIP1;EME2;BARD1;SLX4;BRCA1;RAD51C;MUS81;RAD51D;RMI1;SEM1;MRE11;PALB2
127,prerank,Reactome_2022__mRNA Splicing R-HSA-72172,0.6336781447975827,1.7556521459702779,0.001,0.001,0.012,151/188,29.29%,COLEC12;SNRPE;PABPN1;SF3B4;SNRPB;PRPF3;PRCC;ELAVL2;UPF3B;LSM4;POLR2K;SF3A2;SNRNP70;SNRPC;CPSF4;PUF60;CSTF2;LSM2;CPSF1;SNRPD2;SNRPA;FUS;RNPC3;ALYREF;PPIH;CASC3;U2AF1L4;POLR2G;SNRPA1;HNRNPA1;CD2BP2;PPIL1;ZMAT5;CPSF6;RBM42;LSM7;CPSF3;EFTUD2;RBMX;CWC27;PRPF6;USP39;PRPF31;HNRNPH1;U2SURP;PQBP1;BUD31;LSM8;TXNL4A;SUGP1;CCAR1;POLR2H;SART1;PPIL3;RBM8A;U2AF2;DHX16;NCBP2;MAGOHB;SYMPK;EIF4A3;HNRNPU;RBM5;HNRNPA3;CPSF7;POLR2L;HNRNPUL1;RBM17;RNPS1;PTBP1;SNRPF;XAB2;PHF5A;SNU13;DHX9;POLR2J;SNRPB2;CRNKL1;SNRPG;SRRT;HNRNPR;RBM22;CSTF3;GPKOW;PDCD7;DDX46;MAGOH;ELAVL1;PPWD1;SLU7;SNRNP200;SF3B2;HNRNPA2B1;SF3B6;GTF2F1;HNRNPC;SRSF11;DDX42;SF3A3;POLR2F;GTF2F2;HNRNPL;U2AF1;SRRM2;SRSF2;DDX23;SNRPN;FIP1L1;SNW1;SF3B5;CTNNBL1;DNAJC8;POLR2D;CDC5L;ZCRB1;TFIP11;SNRNP35;LSM3;HNRNPA0;SYF2;PRPF19;SF3B1;SNRNP25;PRPF38A;DHX38;ZRSR2;DHX15;SRSF9;SNRPD3;CWC15;YBX1;MTREX;WDR33;PCBP1;LSM5;SNRNP48;PRPF40A;SF3B3;CSTF1;HNRNPM;POLR2I;SF3A1;CPSF2;SNRNP40;HNRNPD;PRPF4;SRSF3;PPIE;WBP11;CHERP;SNRNP27
128,prerank,Reactome_2022__Formation Of A Pool Of Free 40S Subunits R-HSA-72689,0.6726800298133685,1.755379108898401,0.001,0.001,0.012,82/98,26.65%,RPS10;RPL36A;RPS4Y1;RPL22L1;RPL10L;RPL30;RPS17;RPL8;RPL39L;RPSA;RPL23A;RPS21;RPL38;RPS5;MRPL13;RPS19;EIF3B;RPLP1;RPL28;RPS27;EIF3H;RPL7;RPLP2;RPS7;EIF3D;RPS20;RPL27;EIF3E;RPS16;RPS23;RPLP0;RPL37;RPL39;RPL35A;EIF3K;RPL23;RPL18A;RPS3;RPL14;EIF3G;RPS2;RPS27A;RPL6;RPL36;RPL19;RPL10A;RPS28;RPL26L1;RPS3A;RPL13A;RPS15;RPL18;RPS8;RPS11;RPL37A;RPS14;RPL7A;RPS15A;UBA52;RPL32;RPS12;RPL27A;RPL5;RPS24;RPL9;RPL35;RPL4;RPL31;RPS6;EIF3M;RPS4X;RPL29;EIF3F;RPS25;RPL12;FAU;EIF3I;RPS9;RPL15;RPS29;RPS13;RPL41
129,prerank,Reactome_2022__Cyclin A/B1/B2 Associated Events During G2/M Transition R-HSA-69273,0.7946372482179801,1.7535572986332222,0.001,0.001,0.013,16/25,12.73%,CDC25C;CCNB2;CDK1;FOXM1;PLK1;CCNA2;CCNB1;PKMYT1;CDC25A;PPP2R3B;CDC25B;LCMT1;CDK7;XPO1;PPME1;PPP2R1A
130,prerank,Reactome_2022__Activation Of APC/C And APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176814,0.678329217047323,1.7505470734002853,0.001,0.001,0.014,47/76,20.68%,CDC20;NEK2;UBE2C;CDK1;PTTG1;BUB1B;PLK1;CCNA2;CCNB1;MAD2L1;UBE2S;PSMD4;ANAPC7;PSMB4;PSMD10;PSMA6;PSMC4;ANAPC11;ANAPC4;PSMD14;PSMA1;PSME3;PSMD9;PSMD2;BUB3;CDC23;SEM1;PSMB5;ANAPC1;RPS27A;PSMB3;PSMD3;ANAPC15;PSMB9;ANAPC5;PSMC5;PSME2;PSMD11;PSMD13;PSMC2;UBA52;PSMA2;PSMA4;PSMC3;PSMA7;PSMD8;ANAPC2
131,prerank,Reactome_2022__Glutathione Conjugation R-HSA-156590,-0.6251228042975792,-1.7491169678683347,0.007751937984496124,0.023781251791373564,0.356,10/35,4.16%,GGT6;GSTA2;GSTM5;GSTM1;GSTZ1;GGT5;GSTA1;GSTT2B;PRNP;MGST1
132,prerank,KEGG_2021_Human__Glyoxylate and dicarboxylate metabolism,-0.6451723369434368,-1.7482146709263875,0.001,0.00608974358974359,0.045,17/29,8.17%,HAO2;HOGA1;HAO1;AGXT;SHMT1;CAT;ACAT1;MMUT;GRHPR;GLDC;PCCA;GLYCTK;ACO1;ACAT2;MCEE;PCCB;GCSH
133,prerank,MSigDB_Hallmark_2020__Mitotic Spindle,0.639443704927289,1.7481831152461056,0.001,0.001,0.001,103/199,19.23%,NEK2;BIRC5;TOP2A;CENPF;KIF4A;ANLN;CCNB2;TTK;KIF2C;DLGAP5;CDK1;BUB1;PLK1;NDC80;KIF23;CENPE;KIF15;AURKA;PIF1;RACGAP1;ECT2;KIF11;TPX2;KNTC1;ESPL1;CEP131;PRC1;BRCA2;SAC3D1;CEP72;CENPJ;INCENP;CEP250;RHOF;KIF22;ARHGEF11;PLEKHG2;LMNB1;SASS6;SMC4;MARK4;KIF20B;TSC1;LLGL1;ARHGEF2;ARHGAP4;WASF2;TAOK2;SPTAN1;CYTH2;NIN;CLIP2;KPTN;CDK5RAP2;KATNB1;CCDC88A;CTTN;MYO9B;TUBGCP6;DYNC1H1;RASAL2;ALMS1;CSNK1D;OPHN1;ARHGEF3;MARCKS;SEPTIN9;TRIO;RFC1;MID1;PALLD;RHOT2;WASF1;GSN;CKAP5;MAP1S;ATG4B;ARFIP2;ABL1;KIFAP3;TUBD1;KLC1;MAPRE1;BCR;PXN;ACTN4;BIN1;SHROOM1;FGD6;ARHGAP27;CEP192;TUBA4A;SSH2;CNTROB;ABI1;CDC42EP4;FLNA;TBCD;MAP3K11;ARFGEF1;MID1IP1;RAPGEF6;SMC3
134,prerank,Reactome_2022__Impaired BRCA2 Binding To RAD51 R-HSA-9709570,0.7499010784700432,1.7471012713669742,0.001,0.001,0.016,22/35,13.07%,EXO1;BLM;RAD51;RMI2;RFC4;DNA2;ARTN;BRCA2;BRIP1;RHNO1;BARD1;RAD9A;RFC3;POLR1A;BRCA1;TOPBP1;ATRIP;RFC5;RMI1;SEM1;MRE11;RFC2
135,prerank,KEGG_2021_Human__Arginine biosynthesis,-0.6849652653451022,-1.746840544324607,0.001,0.005893300248138957,0.045,12/22,6.44%,GLS2;CPS1;OTC;ASS1;ARG1;NOS1;GPT;GPT2;GOT1;GLUD1;GOT2;ASL
136,prerank,Reactome_2022__SUMOylation Of DNA Replication Proteins R-HSA-4615885,0.7313852044755282,1.7464450805027931,0.001,0.001,0.016,28/45,15.93%,BIRC5;TOP2A;AURKB;CDCA8;AURKA;INCENP;PCNA;PIAS3;NUP37;NUP210;NUP155;NUP93;NUP107;TPR;NUP205;NUP133;NUP43;NUP62;NUP85;NUP42;NDC1;AAAS;UBE2I;SUMO2;RANGAP1;SEC13;NUP188;PIAS4
137,prerank,Reactome_2022__Telomere Maintenance R-HSA-157579,0.6742523542585853,1.7447305121288668,0.001,0.001,0.016,64/90,24.69%,TERT;CCNA2;PIF1;BLM;DSCC1;RFC4;CHTF18;FEN1;POLA2;H2BC11;DNA2;H2AX;H2BC15;POLD1;PRIM2;H2BC17;H2BC9;H2AZ1;PCNA;RFC3;PRIM1;H2BC13;POLR2K;POLR1A;NHP2;H2AC20;RTEL1;POLA1;DAXX;H2BC12;POLR2G;RUVBL1;ACD;DKC1;RFC5;POLD3;RUVBL2;POLR2H;RFC2;H2AJ;POLR2L;H2AC14;H2AC4;POLR2J;GAR1;WRAP53;CDK2;TERF1;POLD4;H2AC6;SLC19A1;H2BC21;H2AZ2;POLR2F;RPA3;NOP10;POLR2D;STN1;H2BC14;H2AC19;H2BC5;TINF2;SHQ1;H2BC1
