,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
504,prerank,Reactome_2022__Defensins R-HSA-1461973,-0.49752134188901387,-1.4180040583700482,0.005434782608695652,0.1639476206666705,0.991,7/34,8.39%,CD4;PRSS3;TLR2;DEFB1;TLR1;DEFA4;CCR2
505,prerank,MSigDB_Hallmark_2020__Wnt-beta Catenin Signaling,0.596383748921384,1.4157938261263057,0.016646848989298454,0.01670079344765805,0.205,29/42,25.29%,LEF1;DKK1;HDAC11;JAG2;KAT2A;HEY1;DKK4;DVL2;WNT6;NKD1;PSEN2;CSNK1E;HDAC5;SKP2;NCOR2;PPARD;NCSTN;MAML1;NOTCH4;CCND2;JAG1;TCF7;AXIN1;AXIN2;FRAT1;HDAC2;RBPJ;GNAI1;ADAM17
506,prerank,Reactome_2022__Autophagy R-HSA-9612973,0.5274790520616293,1.4157545926808075,0.006309148264984227,0.05022362402524933,1.0,78/127,26.34%,DYNC1I1;PRKAA2;HSP90AB1;TSC1;VPS28;TOMM40;SRC;RRAGD;HSF1;SQSTM1;DYNLL1;MTMR3;RPTOR;CSNK2B;PRKAB2;TOMM20;MTERF3;RHEB;DYNC1H1;RNASE1;LAMTOR4;VPS37C;RNF103-CHMP3;MVB12A;GABARAP;LAMTOR2;TSC2;LAMTOR1;CHMP4C;VPS37D;MVB12B;ATG4B;MLST8;RRAGB;HSP90AA1;TOMM5;ATG14;RPS27A;ATG10;WDR45B;FUNDC1;RB1CC1;RRAGC;PRKAG1;CHMP2A;LAMTOR5;ATG13;AMBRA1;PRKAB1;UBA52;MTMR14;SLC38A9;WDR45;CHMP4B;CHMP6;ATG7;ULK1;VDAC1;ATG12;MFN1;PCNT;ATG4D;WIPI2;VCP;TOMM22;UBE2N;TSG101;MTOR;DYNC1LI1;PRKAG3;PLIN3;ATG9B;TOMM7;ATG3;WIPI1;DYNC1I2;USP30;CSNK2A2
507,prerank,Reactome_2022__TBC/RABGAPs R-HSA-8854214,0.5925446827106503,1.4156182111474642,0.02955082742316785,0.0501825642373244,1.0,29/44,30.76%,TBC1D16;RAB6B;TSC1;TBC1D13;TBC1D7;GGA3;RABGEF1;RAB7B;GABARAP;TSC2;GGA1;TBC1D10B;GGA2;TBC1D20;OPTN;RAB4A;TBC1D17;RAB35;RAB5C;TBC1D25;ULK1;RABGAP1;TBC1D10C;RAB11A;TBC1D24;SYTL1;TBC1D14;RAB33A;RAB5B
508,prerank,Reactome_2022__Carboxyterminal Post-Translational Modifications Of Tubulin R-HSA-8955332,0.6039456089895597,1.4155135989616991,0.015366430260047281,0.05010945171841571,1.0,29/40,24.56%,VASH2;TUBA3C;TTLL3;TTLL4;TTLL1;TTL;TUBB4A;TUBA1B;AGBL3;AGBL5;TPGS2;TTLL6;TUBB;TUBA1C;TTLL10;TUBB3;VASH1;TUBB2B;TPGS1;TUBB4B;TUBA3E;TUBA1A;TUBA3D;SVBP;TTLL12;AGBL2;TUBB8;TUBB2A;TTLL9
509,prerank,Reactome_2022__Activation Of NF-kappaB In B Cells R-HSA-1169091,0.554197129513853,1.4143298469069128,0.01925254813137033,0.05077469685160974,1.0,48/66,32.26%,PSMD4;PSMB4;PSMD10;PSMA6;PSMC4;PSMD14;IKBKG;PSMA1;PSME3;PSMD9;PSMD2;SEM1;NFKBIE;PSMB5;RPS27A;PSMB3;PSMD3;PSMB9;PSMC5;PSME2;PSMD11;PSMD13;PSMC2;UBA52;PSMA2;PSMA4;SKP1;PSMC3;PSMA7;PSMD8;MAP3K7;PSME1;PSMC6;FBXW11;IKBKB;PSMA3;PSMB8;RELA;NFKBIB;BTRC;PSMB2;PSMA8;MALT1;PSMA5;PSMB7;PSMD7;PSME4;PSMD6
510,prerank,KEGG_2021_Human__Protein export,0.6490857972494158,1.4140831267037424,0.03307888040712468,0.09218487394957983,0.929,17/23,26.43%,SEC61G;IMMP1L;HSPA5;SEC61A1;SEC11C;SRPRB;SRP14;SRP9;OXA1L;SRP19;SRP68;SPCS1;SPCS2;SEC11A;SRP72;IMMP2L;SEC61B
511,prerank,Reactome_2022__Translesion Synthesis By POLK R-HSA-5655862,0.7023707638160736,1.4130235584104116,0.03435114503816794,0.05158853091807833,1.0,11/17,20.81%,RFC4;PCNA;RFC3;POLR1A;RFC5;RFC2;RPS27A;UBA52;MAD2L2;SLC19A1;RPA3
512,prerank,Reactome_2022__RNA Polymerase III Transcription Initiation R-HSA-76046,0.61362454956306,1.4128148029841132,0.029484029484029485,0.05157862930257158,1.0,32/35,36.68%,POLR2K;POLR3C;SNAPC2;POLR3F;GTF3C2;POLR3K;ZNF143;POLR2H;GTF3C5;GTF3C3;POU2F1;POLR3A;POLR3G;POLR2L;GTF3C6;BRF2;BRF1;POLR2F;TBP;SNAPC4;POLR1D;POLR3E;GTF3C1;POLR3H;POLR3D;SNAPC3;POLR3GL;POLR2E;GTF3C4;BDP1;SNAPC5;GTF3A
513,prerank,Reactome_2022__Cytosolic tRNA Aminoacylation R-HSA-379716,0.659101651018199,1.4122217311564784,0.031685678073510776,0.05180019080821001,1.0,23/24,32.63%,EPRS1;VARS1;LARS1;MARS1;QARS1;EEF1E1;IARS1;GARS1;FARSB;RARS1;AIMP1;NARS1;FARSA;HARS1;AIMP2;AARS1;WARS1;YARS1;PPA1;KARS1;CARS1;DARS1;SARS1
514,prerank,Reactome_2022__TP53 Regulates Metabolic Genes R-HSA-5628897,0.5441398293380018,1.4102541412774334,0.014444444444444444,0.05314759248620497,1.0,47/81,25.03%,AGO2;TXNRD1;PRKAA2;TSC1;COX19;COX20;RRAGD;UBL4A;GNPDA1;RPTOR;COX6C;PRKAB2;RHEB;YWHAZ;LAMTOR4;LAMTOR2;TSC2;LAMTOR1;YWHAH;COX6B1;MLST8;RRAGB;MOV10;RRAGC;SCO2;PRKAG1;CYCS;LAMTOR5;PRKAB1;SLC38A9;AGO1;COX8A;YWHAG;TP63;COX7B;DDIT4;YWHAB;PRDX5;MTOR;COX6A1;PRKAG3;PRDX1;COX5A;YWHAQ;REXO2;LRPPRC;COX7C
515,prerank,Reactome_2022__Translesion Synthesis By POLI R-HSA-5656121,0.7031789404835379,1.4101927657711797,0.02423469387755102,0.05303540352606431,1.0,11/17,20.81%,RFC4;PCNA;RFC3;POLR1A;RFC5;RFC2;RPS27A;UBA52;MAD2L2;SLC19A1;RPA3
516,prerank,Reactome_2022__Activation Of BH3-only Proteins R-HSA-114452,0.6192158391971789,1.4101045256204034,0.04207920792079208,0.052958142051303406,1.0,16/30,26.08%,E2F1;TP73;BBC3;DYNLL1;YWHAZ;TP53BP2;BMF;YWHAH;YWHAG;BID;TP63;YWHAB;BAD;YWHAQ;REXO2;TFDP2
517,prerank,Reactome_2022__RHOC GTPase Cycle R-HSA-9013106,0.5545269939713288,1.4092588566367665,0.011025358324145534,0.05349390295430335,1.0,36/73,25.63%,IQGAP3;ANLN;DIAPH3;DEPDC1B;CCDC187;RACGAP1;PKN3;MCAM;ARHGAP39;ARHGEF11;TFRC;PKN1;FMNL3;RHOC;MYO9B;MCF2L;OPHN1;FLOT1;LBR;ARHGEF1;ARHGEF28;TMPO;ARHGAP18;RHOA;ARHGAP1;VANGL1;CAV1;FLOT2;PREX1;ARHGEF40;CAVIN1;VAPB;ROCK2;DHDDS;ARHGEF17;STK10
518,prerank,Reactome_2022__Defects Of Contact Activation System (CAS) And Kallikrein/Kinin System (KKS) R-HSA-9651496,-0.6068425385151531,-1.4076958841669462,0.09523809523809523,0.1726430472282198,0.993,11/15,10.25%,F9;KLKB1;GP5;F8;F12;SERPING1;TPST1;GP9;ZNF160;GP1BA;GGCX
519,prerank,Reactome_2022__Transcriptional Regulation By RUNX3 R-HSA-8878159,0.5330276355363751,1.4072228776306306,0.00755939524838013,0.05479991957766725,1.0,67/94,35.15%,CDKN2A;LEF1;KAT2A;TEAD2;PSMD4;HDAC4;SRC;PSMB4;PSMD10;PSMA6;PSMC4;TEAD3;PSMD14;PSMA1;PSME3;PSMD9;PSMD2;TEAD4;SEM1;SMURF1;MAML1;CXXC1;PSMB5;RPS27A;PSMB3;SMAD3;PSMD3;NRAS;JAG1;TCF7;PSMB9;PSMC5;SMURF2;PSME2;PSMD11;PSMD13;PSMC2;UBA52;PSMA2;PSMA4;PSMC3;PSMA7;PSMD8;SNW1;PSME1;PSMC6;RBPJ;BRD2;TGFB1;RUNX1;PSMA3;CTNNB1;PSMB8;PSMB2;NOTCH1;CBFB;PSMA5;PSMB7;PSMD7;PSMD6;MAMLD1;ZFHX3;YAP1;PSMB1;TCF7L1;PSMC1;TP53
520,prerank,KEGG_2021_Human__MicroRNAs in cancer,0.5006361597614188,1.4056911936893741,0.001,0.09989765136823961,0.95,68/240,16.79%,IGF2BP1;CDC25C;TRIM71;CDKN2A;E2F1;CDCA5;KIF23;E2F2;CCNE1;EZH2;STMN1;NOTCH3;CDC25A;PDGFA;EFNA3;HOXD10;WNT3A;CCNE2;EFNA4;DNMT3B;MMP9;DNMT3A;MIR25;HMGA2;DNMT1;PDGFB;PLAU;PLCG1;HDAC4;PDGFRB;APC2;BAK1;HRAS;CDC25B;GLS;MIR126;BRCA1;SHC1;SOX4;MDM4;MAPK3;E2F3;ERBB3;PIK3R3;PRKCA;RASSF1;EFNA1;MAP2K2;RPTOR;PIK3R2;HDAC5;SLC7A1;TPM1;TGFB2;MARCKS;ABCC1;BMF;ITGA5;NOTCH4;UBE2I;ABL1;VIM;CCND2;HDAC1;PAK4;NRAS;BMI1;CASP3
521,prerank,Reactome_2022__Metalloprotease DUBs R-HSA-5689901,0.6195984571316149,1.4054566259368124,0.026993865030674847,0.05599648549168082,1.0,23/30,28.55%,H2AC11;BARD1;STAMBPL1;H2AC20;BRCA1;PSMD14;H2AC12;UIMC1;ABRAXAS1;BABAM1;RPS27A;BABAM2;H2AC14;H2AC4;STAM;H2AC6;UBA52;H2AC1;STAMBP;H2AC19;H2AC21;MYSM1;BRCC3
522,prerank,Reactome_2022__Metabolism Of Fat-Soluble Vitamins R-HSA-6806667,-0.4666154100127022,-1.4041471327404096,0.032679738562091505,0.17427790323387027,0.993,23/47,7.75%,BCO2;LRAT;APOA4;TTR;APOA1;APOC3;RIMBP2;TTPA;RBP1;RBP4;LRP2;LDLR;AKR1C4;BCO1;APOB;SDC4;APOM;GPC6;SDC3;VKORC1;GPC4;GPC1;RETSAT
523,prerank,Reactome_2022__Neddylation R-HSA-8951664,0.5025428433963428,1.4026752882152347,0.001,0.05798377749654041,1.0,140/236,29.33%,BIRC5;DTL;CCNF;ASB16;FBXW10;FBXL18;SPSB2;KCTD7;CUL7;FBXO32;UBD;FBXL19;FBXL22;PSMD4;DCAF13;CUL9;NPLOC4;COMMD5;FBXL16;COMMD4;ELOC;PSMB4;SQSTM1;ANKRD9;FBXO44;FBXL8;PSMD10;UFD1;KLHL21;PSMA6;DCAF16;NEURL2;LRR1;PSMC4;COPS5;DCAF4;UBE2M;COMMD3;WDR5;PSMD14;SKP2;ASB15;RBBP7;PSMA1;ASB14;PSME3;FBXW9;GPS1;PSMD9;PSMD2;NEDD8;COMMD2;SEM1;FBXL13;COPS6;DDA1;CCDC22;FBXO41;KLHL22;FBXO9;KCTD6;TULP4;ASB6;FBXW8;FBXL7;PSMB5;WSB2;FBXO27;CUL4B;RPS27A;NAE1;PSMB3;PSMD3;RBBP5;PSMB9;SOCS5;RBX1;ERCC8;PSMC5;DDB1;PSME2;DCAF7;PSMD11;PSMD13;PSMC2;UBA52;COMMD9;FBXW12;UBE2D2;NUB1;DCUN1D2;PSMA2;PSMA4;SKP1;ASB1;DCUN1D5;COMMD7;CUL2;FBXO6;DCAF8;KLHL42;PSMC3;PSMA7;PSMD8;FBXO4;GAN;COPS8;VCP;RNF7;COMMD10;KLHL5;ELOB;FBXO10;PSME1;KEAP1;FBXL12;PSMC6;VHL;FBXW4;UBA3;UBE2D1;UBXN7;FBXW11;COPS7A;COMMD8;UBE2F;WSB1;FBXO17;FBXL15;PSMA3;FBXO31;FBXO22;ASB11;PSMB8;FBXW2;BTRC;PSMB2;DCAF17;KBTBD13;FBXL20
524,prerank,Reactome_2022__Senescence-Associated Secretory Phenotype (SASP) R-HSA-2559582,0.5466851624241955,1.402438318992289,0.014590347923681257,0.058015636142092125,1.0,47/79,25.84%,UBE2C;CDKN2A;CCNA2;CDKN2C;UBE2S;CDKN2B;H2BC11;EHMT2;H2AX;H2BC15;H2BC17;H2BC9;H2AZ1;ANAPC7;H2BC13;H2AC20;MAPK3;H2BC12;ANAPC11;CDK4;ANAPC4;H3C13;CDC23;H2AJ;ANAPC1;RPS27A;H2AC14;H2AC4;ANAPC15;CDK2;ANAPC5;CDKN2D;H2AC6;MAPK7;UBA52;H2BC21;H2AZ2;ANAPC2;FZR1;H2BC14;H2AC19;H2BC5;H2BC1;CDC27;CDC16;UBE2D1;MAPK1
525,prerank,Reactome_2022__Abortive Elongation Of HIV-1 Transcript In Absence Of Tat R-HSA-167242,0.6495484547282383,1.401879903551105,0.02877697841726619,0.058280559894685516,1.0,16/23,22.62%,NELFE;POLR2K;POLR2G;NELFA;POLR2H;NELFB;NCBP2;SUPT5H;NELFCD;POLR2L;POLR2J;GTF2F1;POLR2F;GTF2F2;CTDP1;POLR2D
526,prerank,Reactome_2022__RHOBTB GTPase Cycle R-HSA-9706574,0.6043440436824399,1.4017490873993292,0.025089605734767026,0.05821060799109964,1.0,29/35,35.15%,DBN1;DDX39B;HSP90AB1;CCT6A;RHOBTB2;CDC37;RBMX;GPS1;MSI2;CCT2;HSP90AA1;VIM;CPSF7;RNF20;PHIP;CCT7;HNRNPC;ROCK2;PDE5A;TXNL1;STK38;MYO6;TMOD3;TWF1;ACTN1;COPS2;TRA2B;ACTG1;RHOBTB1
527,prerank,Reactome_2022__Transcriptional Regulation Of Granulopoiesis R-HSA-9616222,0.560698665306447,1.3995406238973993,0.016166281755196306,0.059767105251065204,1.0,42/57,33.03%,E2F1;LEF1;H2BC11;H2AX;H2BC15;H2BC17;H2BC9;H2AZ1;H2BC13;H2AC20;MYB;CEBPA;H2BC12;CDK4;H3C13;PML;H2AJ;H2AC14;H2AC4;RARA;CDK2;DEK;H2AC6;H2BC21;H2AZ2;GFI1;IL6R;H2BC14;H2AC19;H2BC5;GATA2;H2BC1;TFDP2;RUNX1;H3-3B;CREB1;KMT2A;CBFB;H2BC3;H4C15;H3C7;TFDP1
528,prerank,Reactome_2022__Insulin Receptor Recycling R-HSA-77387,0.6274591200623716,1.3991347216263599,0.040892193308550186,0.05990149224953371,1.0,22/26,34.58%,ATP6V0D2;ATP6V1C2;ATP6V1C1;ATP6AP1;ATP6V1F;ATP6V0C;TCIRG1;ATP6V1E2;ATP6V1H;ATP6V1E1;ATP6V0B;ATP6V0A1;ATP6V0E1;ATP6V0D1;ATP6V1D;ATP6V1B1;ATP6V1A;ATP6V0A2;ATP6V1G2;ATP6V0A4;ATP6V1G1;ATP6V0E2
529,prerank,Reactome_2022__RNA Polymerase III Abortive And Retractive Initiation R-HSA-749476,0.593480513575021,1.3981805025315879,0.025240384615384616,0.060545045280645686,1.0,34/39,36.68%,POLR2K;POLR3C;SNAPC2;POLR3F;GTF3C2;POLR3K;ZNF143;POLR2H;GTF3C5;GTF3C3;POU2F1;POLR3A;POLR3G;SSB;POLR2L;GTF3C6;BRF2;BRF1;POLR2F;TBP;SNAPC4;POLR1D;POLR3E;GTF3C1;POLR3H;POLR3D;SNAPC3;NFIX;POLR3GL;POLR2E;GTF3C4;BDP1;SNAPC5;GTF3A
530,prerank,KEGG_2021_Human__RNA polymerase,0.6248616753506442,1.397815199898093,0.036057692307692304,0.10825811806203962,0.967,26/31,32.82%,POLR2K;POLR1A;POLR2G;POLR3C;POLR1H;POLR3F;POLR2J3;POLR2J2;POLR3K;POLR2H;POLR1C;POLR3A;POLR3G;POLR2L;POLR2J;POLR2F;POLR1D;POLR3E;POLR2D;POLR3H;POLR2I;POLR3D;POLR2B;POLR3GL;POLR2C;POLR1F
531,prerank,Reactome_2022__Signaling By NOTCH R-HSA-157118,0.4997752301310546,1.397460050929259,0.0010330578512396695,0.06091923892313957,1.0,128/200,30.93%,E2F1;DLGAP5;NOTCH3;TACC3;HDAC11;EGF;JAG2;KAT2A;H2BC11;H2AX;H2BC15;HEY1;ATP2A1;H2BC17;H2BC9;DNER;DLL4;H2AZ1;HES5;PSMD4;AGO2;HDAC4;HDAC10;H2BC13;ST3GAL3;H2AC20;PSEN2;PLXND1;PSMB4;E2F3;PSMD10;PSMA6;H2BC12;PSMC4;HDAC7;SIRT6;HDAC5;YWHAZ;PSMD14;NCOR2;PSMA1;PSME3;PSMD9;PSMD2;H3C13;SEM1;NCSTN;MAML1;NOTCH4;NEURL1B;PSMB5;H2AJ;HDAC8;DTX2;APH1A;ATP2A2;RPS27A;MOV10;HDAC1;H2AC14;PSMB3;H2AC4;HEYL;SMAD3;ACTA2;PSMD3;JAG1;PSMB9;RBX1;PSMC5;TLE1;PSENEN;H2AC6;PSME2;PSMD11;LFNG;PSMD13;PSMC2;UBA52;PRKCI;PSMA2;PSMA4;SKP1;AGO1;H2BC21;WWP2;H2AZ2;PSMC3;ADAM10;PSMA7;PSMD8;APH1B;HDAC2;SNW1;PSME1;H2BC14;H2AC19;PSMC6;RBPJ;HDAC3;H2BC5;H2BC1;TBL1XR1;POGLUT1;YBX1;ADAM17;ARRB2;TFDP2;STAT1;POFUT1;RUNX1;PSMA3;PSMB8;H3-3B;CREB1;CDK8;WWC1;PSMB2;MIB1;DLK1;MIB2;FABP7;TLE2;NOTCH1;PSEN1;H2BC3;PSMA5;PSMB7
532,prerank,Reactome_2022__Downstream Signaling Events Of B Cell Receptor (BCR) R-HSA-1168372,0.5383892462508592,1.397085137739851,0.013377926421404682,0.06106200971648016,1.0,54/79,32.26%,PSMD4;HRAS;PSMB4;PSMD10;PSMA6;PPIA;PSMC4;PSMD14;IKBKG;PSMA1;FKBP1A;PSME3;PSMD9;PSMD2;SEM1;NFKBIE;PSMB5;RPS27A;RASGRP3;PSMB3;PSMD3;NRAS;PSMB9;PSMC5;PSME2;PSMD11;PSMD13;PSMC2;UBA52;PSMA2;PSMA4;SKP1;PSMC3;PSMA7;PSMD8;MAP3K7;PSME1;PSMC6;FBXW11;IKBKB;PPP3CB;PSMA3;PSMB8;RELA;NFKBIB;BTRC;PSMB2;PSMA8;MALT1;PSMA5;PSMB7;PSMD7;PSME4;PSMD6
533,prerank,Reactome_2022__Lysosome Vesicle Biogenesis R-HSA-432720,0.6030080944573308,1.396002060284447,0.036904761904761905,0.0616816824462389,1.0,22/34,28.26%,DNAJC6;CLVS1;HGS;AP4M1;AP1S1;CLTA;AP4B1;AP1S3;BLOC1S1;GNS;AP1G2;AP1M2;CLVS2;CHMP2A;DNM2;CLTC;AP1M1;CLTB;AP1B1;DNASE2;AP4E1;VAMP7
534,prerank,Reactome_2022__G Alpha (I) Signaling Events R-HSA-418594,-0.35779278379269164,-1.3944845786437479,0.001,0.1829891257369085,0.993,74/306,7.09%,CHRM2;CXCL12;CAMK2B;NPY1R;NPBWR1;GRM8;CXCL6;SAA2;CCL23;FPR2;PPBP;CASR;PRKAR2B;P2RY12;CCL19;ADCY1;NPY5R;CXCR1;CXCR2;CCL21;FPR1;ADRA2B;CXCL2;GNA14;AGXT;P2RY13;CAMK4;LPAR1;PF4;NPW;CCL4;SUCNR1;CCR1;SSTR1;CCR9;CXCL13;CCL16;NMUR1;CXCL1;HCAR2;RGS18;RGS4;PLA2G4A;CXCL8;SSTR2;GPR183;C3;ADCY5;C5;PDE4B;CX3CR1;KNG1;RGS11;PNOC;C5AR1;ACKR4;PDE1A;GPR37;FPR3;OXER1;RGS1;NBEA;APLNR;CXCL3;TAS2R60;CCL5;RGS8;PPP2CB;GPR18;GNG2;HEBP1;PLCB2;GNB4;CXCR6
535,prerank,Reactome_2022__Rab Regulation Of Trafficking R-HSA-9007101,0.5199529126066714,1.3940136591704233,0.012861736334405145,0.06300992243195774,1.0,66/121,30.76%,TBC1D16;MPZ;CHML;RAB6B;DENND4B;SBF1;ALS2CL;TSC1;ANKRD27;TBC1D13;RAB3A;TBC1D7;DENND6B;GGA3;RABGEF1;GDI1;HPS4;RAB7B;GABARAP;TSC2;TRAPPC9;GGA1;TBC1D10B;DENND5A;GGA2;RAB3GAP2;TBC1D20;TRAPPC4;OPTN;RIN1;RAB10;RAB4A;CCZ1B;TBC1D17;RAB35;RAB13;RAB5C;TBC1D25;ULK1;TRAPPC2;TRAPPC13;MON1A;TRAPPC1;TRAPPC3;TRAPPC2L;RAB3IP;TRAPPC12;RABGAP1;TBC1D10C;DENND2B;RINL;HPS1;RAB9B;TRAPPC6A;DENND1B;RAB11A;MADD;TBC1D24;SYTL1;TBC1D14;RAB1A;RAB33A;DENND6A;RAB3GAP1;DENND2C;RAB5B
536,prerank,Reactome_2022__E3 Ubiquitin Ligases Ubiquitinate Target Proteins R-HSA-8866654,0.5691248192448057,1.3937340989392932,0.023148148148148147,0.06304967614860761,1.0,42/55,32.82%,H2BC11;H2BC15;H2BC17;H2BC9;PCNA;H2BC13;RAD18;RNF144A;PRKDC;H2BC12;UBE2A;HLA-A;PEX2;RPS27A;RNF20;RNF181;UBA52;SELENOS;UBE2D2;LEO1;VCP;UBE2N;DERL1;UBE2J2;CDC73;H2BC14;UBE2L3;UBE2V2;PEX10;H2BC5;H2BC1;WAC;UBE2D1;HLA-B;CTR9;RTF1;PAF1;HLTF;H2BC3;RNF40;PEX5;UBE2B
537,prerank,KEGG_2021_Human__mRNA surveillance pathway,0.5315443544318333,1.392130669227132,0.015184381778741865,0.11397058823529412,0.973,59/98,27.75%,PPP2R2C;MSI1;PABPC1L;SMG5;PABPC4L;PABPN1;PPP2R3B;DDX39B;UPF3B;CPSF4;CSTF2;CPSF1;PABPC1;FUS;ALYREF;PABPC3;CASC3;CPSF6;BCL2L2-PABPN1;SMG7;CPSF3;PPP1CC;MSI2;UPF3A;PPP2R1A;RBM8A;NXF1;NCBP2;MAGOHB;SYMPK;EIF4A3;PPP2R5A;DAZAP1;PPP2R5B;CPSF7;PPP1CA;RNPS1;PPP2R3C;ACIN1;NXT2;CSTF3;NXT1;UPF1;MAGOH;RNMT;CPSF4L;PPP2R5D;PYM1;FIP1L1;PNN;UPF2;PABPC4;WDR33;CSTF1;PAPOLG;CPSF2;GLE1;PPP2CA;TARDBP
538,prerank,Reactome_2022__Selenoamino Acid Metabolism R-HSA-2408522,0.5238751483656755,1.3919452837733703,0.007494646680942184,0.0643995259151074,1.0,75/113,20.50%,RPS10;RPL36A;RPS4Y1;TXNRD1;SCLY;RPL22L1;RPL10L;RPL30;RPS17;RPL8;EPRS1;RPL39L;RPSA;RPL23A;LARS1;RPS21;MARS1;RPL38;QARS1;RPS5;EEF1E1;IARS1;MRPL13;RPS19;RPLP1;RPL28;PAPSS1;RPS27;RPL7;RPLP2;RPS7;RPS20;RPL27;RPS16;RPS23;RPLP0;RPL37;RPL39;RPL35A;RARS1;AIMP1;RPL23;RPL18A;RPS3;RPL14;RPS2;RPS27A;RPL6;RPL36;RPL19;RPL10A;RPS28;RPL26L1;RPS3A;RPL13A;RPS15;RPL18;RPS8;RPS11;RPL37A;RPS14;RPL7A;RPS15A;UBA52;RPL32;RPS12;RPL27A;RPL5;RPS24;RPL9;RPL35;RPL4;RPL31;PSTK;RPS6
539,prerank,Reactome_2022__HIV Elongation Arrest And Recovery R-HSA-167287,0.6075518545890207,1.3916691623871553,0.01985981308411215,0.06443522131430854,1.0,26/33,33.45%,NELFE;POLR2K;ELOC;POLR2G;NELFA;POLR2H;NELFB;SUPT5H;NELFCD;POLR2L;SSRP1;POLR2J;SUPT16H;GTF2F1;POLR2F;GTF2F2;CTDP1;TCEA1;ELOB;POLR2D;POLR2I;CCNT2;ELOA2;POLR2B;POLR2C;CCNT1
540,prerank,Reactome_2022__MAPK6/MAPK4 Signaling R-HSA-5687128,0.5309929264031006,1.3903649517281944,0.009879253567508232,0.0652926734855672,1.0,60/90,32.45%,IGF2BP1;CDK1;ETV4;HSPB1;MMP10;PSMD4;AGO2;PKN1;PSMB4;PRKCA;PSMD10;PSMA6;PSMC4;PSMD14;RNASE1;PSMA1;PSME3;XPO1;PSMD9;PSMD2;SEM1;PSMB5;RPS27A;MOV10;PSMB3;PSMD3;MAPKAPK5;PSMB9;PSMC5;PSME2;PSMD11;PSMD13;PSMC2;UBA52;CDC42EP5;PSMA2;PSMA4;AGO1;PSMC3;PSMA7;PSMD8;NCOA3;PSME1;CDC14A;PSMC6;CCND3;SEPTIN7;PSMA3;PSMB8;ARHGEF7;PSMB2;MAPK6;CDC42;PSMA8;PSMA5;PSMB7;PSMD7;PSME4;PSMD6;DNAJB1
541,prerank,Reactome_2022__Termination Of Translesion DNA Synthesis R-HSA-5656169,0.6117973013527946,1.3901425869362358,0.03730445246690734,0.06529573020065506,1.0,18/32,20.81%,PCLAF;RFC4;POLE2;POLD1;PCNA;TRIM25;RFC3;POLR1A;RFC5;POLD3;RFC2;RPS27A;POLH;POLD4;UBA52;SLC19A1;POLE3;RPA3
542,prerank,Reactome_2022__SARS-CoV-2-host Interactions R-HSA-9705683,0.5009561249143913,1.3901253899768533,0.0010277492291880781,0.06512680668654218,1.0,107/193,26.76%,KPNA2;RPS10;IRAK1;VPS45;SNRPE;RPS4Y1;SNRPB;TRIM25;IKBKE;HSP90AB1;MAVS;RPS17;VPS33A;GEMIN7;NUP37;SNRPD2;NUP210;NUP155;RPSA;IRF3;NUP93;RPS21;LARP1;NUP107;RPS5;VPS11;TPR;RPS19;NUP205;NUP133;HLA-F;NUP43;YWHAZ;IKBKG;GJA1;NUP62;TRAF3;VPS16;RPS27;VPS33B;HOXC13;NUP85;NUP42;RPS7;RPS20;HLA-A;RIPK2;RPS16;RPS23;NDC1;AAAS;HLA-G;VPS39;YWHAH;TYK2;PDPK1;DDX20;HSP90AA1;SEC13;RPS3;NUP188;RPS2;TAB1;ATG14;RPS27A;GEMIN2;SNRPF;RPS28;RPS3A;RPS15;RPS8;RPS11;SNRPG;RPS14;NOD1;RPS15A;IFNAR2;RPS12;GEMIN6;RPS24;YWHAG;RPS6;CAV1;YWHAB;NUP214;MAP3K7;RPS4X;UBE2N;GEMIN8;HLA-C;POM121C;GEMIN5;RPS25;VPS41;YWHAQ;REXO2;FAU;SNRPD3;NUP160;IKBKB;RPS9;IRAK2;RPS29;RPS13;SMN1;HLA-B;STAT1
543,prerank,Reactome_2022__Regulation Of Apoptosis R-HSA-169911,0.5620355256156758,1.3893046205490411,0.025433526011560695,0.065612470394847,1.0,39/52,32.26%,PSMD4;PSMB4;PSMD10;PSMA6;PSMC4;MED12;PSMD14;PSMA1;PSME3;PSMD9;PSMD2;SEM1;PSMB5;RPS27A;PSMB3;PSMD3;PSMB9;PSMC5;PSME2;PSMD11;PSMD13;PSMC2;UBA52;PSMA2;PSMA4;PSMC3;PSMA7;PSMD8;PSME1;PSMC6;PSMA3;PSMB8;PSMB2;PSMA8;PSMA5;PSMB7;PSMD7;PSME4;PSMD6
